video,label,id,t_start,t_end,frames
4CM11_14_R_#21,B0A,2,357,542,186
4CM11_14_R_#21,G05,8,543,595,53
4CM11_14_R_#21,B0B,3,596,709,114
4CM11_14_R_#21,G11,14,710,771,62
4CM11_14_R_#21,B0B,3,772,975,204
4CM11_14_R_#21,G08,11,976,1044,69
4CM11_14_R_#21,B0A,2,1045,1237,193
4CM11_14_R_#21,D0X,1,1238,1597,360
4CM11_14_R_#21,G10,13,1598,1781,184
4CM11_14_R_#21,B0B,3,1782,2037,256
4CM11_14_R_#21,D0X,1,2038,2374,337
4CM11_14_R_#21,G04,7,2375,2421,47
4CM11_14_R_#21,B0A,2,2422,2688,267
4CM11_14_R_#21,D0X,1,2689,3044,356
4CM11_14_R_#21,G09,12,3045,3124,80
4CM11_14_R_#21,B0A,2,3125,3324,200
4CM11_14_R_#21,G02,5,3325,3367,43
4CM11_14_R_#21,B0A,2,3368,3507,140
4CM11_14_R_#21,G01,4,3508,3545,38
4CM11_14_R_#21,B0B,3,3546,3640,95
4CM11_14_R_#21,G03,6,3641,3675,35
4CM11_14_R_#21,D0X,1,3676,3732,57
4CM11_14_R_#22,D0X,1,1,48,48
4CM11_14_R_#22,G11,14,49,86,38
4CM11_14_R_#22,B0B,3,87,243,157
4CM11_14_R_#22,G05,8,244,294,51
4CM11_14_R_#22,B0B,3,295,441,147
4CM11_14_R_#22,G06,9,442,482,41
4CM11_14_R_#22,B0A,2,483,671,189
4CM11_14_R_#22,D0X,1,672,1028,357
4CM11_14_R_#22,G03,6,1029,1070,42
4CM11_14_R_#22,B0A,2,1071,1263,193
4CM11_14_R_#22,D0X,1,1264,1584,321
4CM11_14_R_#22,G08,11,1585,1658,74
4CM11_14_R_#22,B0A,2,1659,1779,121
4CM11_14_R_#22,G02,5,1780,1826,47
4CM11_14_R_#22,B0B,3,1827,1963,137
4CM11_14_R_#22,G01,4,1964,2014,51
4CM11_14_R_#22,B0B,3,2015,2154,140
4CM11_14_R_#22,D0X,1,2155,2615,461
4CM11_14_R_#22,G04,7,2616,2697,82
4CM11_14_R_#22,B0A,2,2698,2947,250
4CM11_14_R_#22,G10,13,2948,3026,79
4CM11_14_R_#22,B0A,2,3027,3294,268
4CM11_14_R_#22,G07,10,3295,3370,76
4CM11_14_R_#22,B0B,3,3371,3448,78
4CM11_14_R_#22,G09,12,3449,3686,238
4CM11_14_R_#22,D0X,1,3687,3736,50
4CM11_14_R_#23,D0X,1,1,61,61
4CM11_14_R_#23,G01,4,62,131,70
4CM11_14_R_#23,B0B,3,132,336,205
4CM11_14_R_#23,G07,10,337,393,57
4CM11_14_R_#23,B0A,2,394,532,139
4CM11_14_R_#23,G03,6,533,563,31
4CM11_14_R_#23,B0B,3,564,787,224
4CM11_14_R_#23,G09,12,788,835,48
4CM11_14_R_#23,B0B,3,836,1028,193
4CM11_14_R_#23,D0X,1,1029,1337,309
4CM11_14_R_#23,G11,14,1338,1380,43
4CM11_14_R_#23,B0A,2,1381,1498,118
4CM11_14_R_#23,G04,7,1499,1558,60
4CM11_14_R_#23,B0A,2,1559,1687,129
4CM11_14_R_#23,G02,5,1688,1748,61
4CM11_14_R_#23,B0A,2,1749,1901,153
4CM11_14_R_#23,D0X,1,1902,2267,366
4CM11_14_R_#23,G05,8,2268,2323,56
4CM11_14_R_#23,B0B,3,2324,2685,362
4CM11_14_R_#23,G06,9,2686,2737,52
4CM11_14_R_#23,B0A,2,2738,2955,218
4CM11_14_R_#23,D0X,1,2956,3366,411
4CM11_14_R_#23,G08,11,3367,3417,51
4CM11_14_R_#23,B0B,3,3418,3642,225
4CM11_14_R_#23,G10,13,3643,3683,41
4CM11_14_R_#23,D0X,1,3684,3747,64
4CM11_14_R_#24,D0X,1,1,78,78
4CM11_14_R_#24,G09,12,79,124,46
4CM11_14_R_#24,B0B,3,125,295,171
4CM11_14_R_#24,G03,6,296,339,44
4CM11_14_R_#24,B0A,2,340,530,191
4CM11_14_R_#24,G08,11,531,610,80
4CM11_14_R_#24,B0A,2,611,784,174
4CM11_14_R_#24,G06,9,785,817,33
4CM11_14_R_#24,B0A,2,818,994,177
4CM11_14_R_#24,D0X,1,995,1347,353
4CM11_14_R_#24,G05,8,1348,1395,48
4CM11_14_R_#24,B0B,3,1396,1628,233
4CM11_14_R_#24,D0X,1,1629,1973,345
4CM11_14_R_#24,G07,10,1974,2038,65
4CM11_14_R_#24,B0A,2,2039,2200,162
4CM11_14_R_#24,G01,4,2201,2291,91
4CM11_14_R_#24,B0B,3,2292,2467,176
4CM11_14_R_#24,D0X,1,2468,3043,576
4CM11_14_R_#24,G11,14,3044,3082,39
4CM11_14_R_#24,B0A,2,3083,3216,134
4CM11_14_R_#24,G02,5,3217,3257,41
4CM11_14_R_#24,B0B,3,3258,3420,163
4CM11_14_R_#24,G10,13,3421,3462,42
4CM11_14_R_#24,B0B,3,3463,3640,178
4CM11_14_R_#24,G04,7,3641,3692,52
4CM11_14_R_#24,D0X,1,3693,3723,31
4CM11_15_R_#25,D0X,1,1,74,74
4CM11_15_R_#25,G04,7,75,152,78
4CM11_15_R_#25,B0B,3,153,330,178
4CM11_15_R_#25,G03,6,331,439,109
4CM11_15_R_#25,B0B,3,440,614,175
4CM11_15_R_#25,G10,13,615,702,88
4CM11_15_R_#25,B0A,2,703,893,191
4CM11_15_R_#25,G07,10,894,1002,109
4CM11_15_R_#25,B0B,3,1003,1190,188
4CM11_15_R_#25,G09,12,1191,1264,74
4CM11_15_R_#25,B0B,3,1265,1431,167
4CM11_15_R_#25,D0X,1,1432,1710,279
4CM11_15_R_#25,G06,9,1711,1811,101
4CM11_15_R_#25,B0A,2,1812,1990,179
4CM11_15_R_#25,D0X,1,1991,2259,269
4CM11_15_R_#25,G05,8,2260,2350,91
4CM11_15_R_#25,B0B,3,2351,2522,172
4CM11_15_R_#25,G02,5,2523,2604,82
4CM11_15_R_#25,B0A,2,2605,2821,217
4CM11_15_R_#25,G08,11,2822,2928,107
4CM11_15_R_#25,B0A,2,2929,3076,148
4CM11_15_R_#25,D0X,1,3077,3322,246
4CM11_15_R_#25,G11,14,3323,3405,83
4CM11_15_R_#25,B0A,2,3406,3599,194
4CM11_15_R_#25,G01,4,3600,3680,81
4CM11_15_R_#25,D0X,1,3681,3722,42
4CM11_15_R_#26,D0X,1,1,78,78
4CM11_15_R_#26,G03,6,79,144,66
4CM11_15_R_#26,B0A,2,145,335,191
4CM11_15_R_#26,G01,4,336,382,47
4CM11_15_R_#26,B0B,3,383,588,206
4CM11_15_R_#26,G08,11,589,723,135
4CM11_15_R_#26,B0B,3,724,910,187
4CM11_15_R_#26,D0X,1,911,1210,300
4CM11_15_R_#26,G02,5,1211,1270,60
4CM11_15_R_#26,B0A,2,1271,1528,258
4CM11_15_R_#26,D0X,1,1529,1700,172
4CM11_15_R_#26,G10,13,1701,1799,99
4CM11_15_R_#26,B0B,3,1800,2028,229
4CM11_15_R_#26,D0X,1,2029,2225,197
4CM11_15_R_#26,G04,7,2226,2294,69
4CM11_15_R_#26,B0B,3,2295,2541,247
4CM11_15_R_#26,G09,12,2542,2606,65
4CM11_15_R_#26,B0A,2,2607,2860,254
4CM11_15_R_#26,G06,9,2861,2971,111
4CM11_15_R_#26,B0B,3,2972,3230,259
4CM11_15_R_#26,G05,8,3231,3326,96
4CM11_15_R_#26,B0A,2,3327,3519,193
4CM11_15_R_#26,G11,14,3520,3623,104
4CM11_15_R_#26,B0A,2,3624,3823,200
4CM11_15_R_#26,G07,10,3824,3900,77
4CM11_15_R_#26,D0X,1,3901,3937,37
4CM11_15_R_#27,D0X,1,1,69,69
4CM11_15_R_#27,G02,5,70,137,68
4CM11_15_R_#27,B0A,2,138,341,204
4CM11_15_R_#27,G10,13,342,401,60
4CM11_15_R_#27,B0B,3,402,626,225
4CM11_15_R_#27,G09,12,627,698,72
4CM11_15_R_#27,B0B,3,699,897,199
4CM11_15_R_#27,G11,14,898,1024,127
4CM11_15_R_#27,B0A,2,1025,1270,246
4CM11_15_R_#27,D0X,1,1271,1502,232
4CM11_15_R_#27,G03,6,1503,1592,90
4CM11_15_R_#27,B0A,2,1593,1777,185
4CM11_15_R_#27,D0X,1,1778,2020,243
4CM11_15_R_#27,G08,11,2021,2102,82
4CM11_15_R_#27,B0B,3,2103,2363,261
4CM11_15_R_#27,D0X,1,2364,2577,214
4CM11_15_R_#27,G07,10,2578,2679,102
4CM11_15_R_#27,B0A,2,2680,2986,307
4CM11_15_R_#27,G06,9,2987,3074,88
4CM11_15_R_#27,B0B,3,3075,3265,191
4CM11_15_R_#27,G05,8,3266,3335,70
4CM11_15_R_#27,B0B,3,3336,3526,191
4CM11_15_R_#27,G04,7,3527,3597,71
4CM11_15_R_#27,B0A,2,3598,3793,196
4CM11_15_R_#27,G01,4,3794,3835,42
4CM11_15_R_#27,D0X,1,3836,3892,57
4CM11_15_R_#28,D0X,1,1,79,79
4CM11_15_R_#28,G11,14,80,142,63
4CM11_15_R_#28,B0A,2,143,354,212
4CM11_15_R_#28,G03,6,355,433,79
4CM11_15_R_#28,B0A,2,434,679,246
4CM11_15_R_#28,G08,11,680,736,57
4CM11_15_R_#28,B0B,3,737,953,217
4CM11_15_R_#28,G04,7,954,1077,124
4CM11_15_R_#28,B0A,2,1078,1346,269
4CM11_15_R_#28,D0X,1,1347,1550,204
4CM11_15_R_#28,G09,12,1551,1721,171
4CM11_15_R_#28,B0A,2,1722,1931,210
4CM11_15_R_#28,G07,10,1932,2062,131
4CM11_15_R_#28,B0B,3,2063,2231,169
4CM11_15_R_#28,D0X,1,2232,2490,259
4CM11_15_R_#28,G01,4,2491,2601,111
4CM11_15_R_#28,B0B,3,2602,2792,191
4CM11_15_R_#28,D0X,1,2793,2994,202
4CM11_15_R_#28,G05,8,2995,3145,151
4CM11_15_R_#28,B0B,3,3146,3315,170
4CM11_15_R_#28,G10,13,3316,3383,68
4CM11_15_R_#28,B0A,2,3384,3600,217
4CM11_15_R_#28,G06,9,3601,3660,60
4CM11_15_R_#28,B0B,3,3661,3847,187
4CM11_15_R_#28,G02,5,3848,3910,63
4CM11_15_R_#28,D0X,1,3911,3966,56
4CM11_16_R_#209,D0X,1,1,222,222
4CM11_16_R_#209,G08,11,223,282,60
4CM11_16_R_#209,B0A,2,283,387,105
4CM11_16_R_#209,G06,9,388,453,66
4CM11_16_R_#209,B0A,2,454,571,118
4CM11_16_R_#209,G11,14,572,688,117
4CM11_16_R_#209,B0A,2,689,771,83
4CM11_16_R_#209,G01,4,772,809,38
4CM11_16_R_#209,B0A,2,810,933,124
4CM11_16_R_#209,D0X,1,934,1304,371
4CM11_16_R_#209,G02,5,1305,1829,525
4CM11_16_R_#209,B0B,3,1830,1915,86
4CM11_16_R_#209,D0X,1,1916,2157,242
4CM11_16_R_#209,G10,13,2158,2238,81
4CM11_16_R_#209,B0B,3,2239,2303,65
4CM11_16_R_#209,D0X,1,2304,2413,110
4CM11_16_R_#209,G07,10,2414,2500,87
4CM11_16_R_#209,B0A,2,2501,2575,75
4CM11_16_R_#209,G05,8,2576,2642,67
4CM11_16_R_#209,B0B,3,2643,2733,91
4CM11_16_R_#209,G03,6,2734,2818,85
4CM11_16_R_#209,B0B,3,2819,2896,78
4CM11_16_R_#209,G04,7,2897,2948,52
4CM11_16_R_#209,B0B,3,2949,3087,139
4CM11_16_R_#209,G09,12,3088,3138,51
4CM11_16_R_#209,D0X,1,3139,3680,542
4CM11_16_R_#210,D0X,1,1,120,120
4CM11_16_R_#210,G01,4,121,183,63
4CM11_16_R_#210,B0B,3,184,250,67
4CM11_16_R_#210,G02,5,251,310,60
4CM11_16_R_#210,B0B,3,311,406,96
4CM11_16_R_#210,G06,9,407,507,101
4CM11_16_R_#210,B0A,2,508,618,111
4CM11_16_R_#210,D0X,1,619,1238,620
4CM11_16_R_#210,G08,11,1239,1312,74
4CM11_16_R_#210,B0B,3,1313,1372,60
4CM11_16_R_#210,G10,13,1373,1491,119
4CM11_16_R_#210,B0B,3,1492,1550,59
4CM11_16_R_#210,G09,12,1551,1621,71
4CM11_16_R_#210,B0A,2,1622,1705,84
4CM11_16_R_#210,G04,7,1706,1786,81
4CM11_16_R_#210,B0B,3,1787,1857,71
4CM11_16_R_#210,D0X,1,1858,2210,353
4CM11_16_R_#210,G11,14,2211,2273,63
4CM11_16_R_#210,B0A,2,2274,2337,64
4CM11_16_R_#210,D0X,1,2338,2695,358
4CM11_16_R_#210,G03,6,2696,2780,85
4CM11_16_R_#210,B0A,2,2781,2846,66
4CM11_16_R_#210,G05,8,2847,2921,75
4CM11_16_R_#210,B0A,2,2922,2997,76
4CM11_16_R_#210,G07,10,2998,3096,99
4CM11_16_R_#210,D0X,1,3097,3659,563
4CM11_16_R_#211,D0X,1,1,196,196
4CM11_16_R_#211,G07,10,197,269,73
4CM11_16_R_#211,B0B,3,270,347,78
4CM11_16_R_#211,G03,6,348,392,45
4CM11_16_R_#211,B0A,2,393,505,113
4CM11_16_R_#211,G11,14,506,572,67
4CM11_16_R_#211,B0B,3,573,638,66
4CM11_16_R_#211,G06,9,639,726,88
4CM11_16_R_#211,B0A,2,727,790,64
4CM11_16_R_#211,D0X,1,791,1379,589
4CM11_16_R_#211,G05,8,1380,1459,80
4CM11_16_R_#211,B0B,3,1460,1535,76
4CM11_16_R_#211,G01,4,1536,1581,46
4CM11_16_R_#211,B0A,2,1582,1665,84
4CM11_16_R_#211,D0X,1,1666,2203,538
4CM11_16_R_#211,G08,11,2204,2262,59
4CM11_16_R_#211,B0A,2,2263,2356,94
4CM11_16_R_#211,G10,13,2357,2444,88
4CM11_16_R_#211,B0B,3,2445,2508,64
4CM11_16_R_#211,G04,7,2509,2601,93
4CM11_16_R_#211,B0B,3,2602,2665,64
4CM11_16_R_#211,D0X,1,2666,3127,462
4CM11_16_R_#211,G02,5,3128,3202,75
4CM11_16_R_#211,B0A,2,3203,3284,82
4CM11_16_R_#211,G09,12,3285,3379,95
4CM11_16_R_#211,D0X,1,3380,3757,378
4CM11_16_R_#212,D0X,1,1,124,124
4CM11_16_R_#212,G06,9,125,187,63
4CM11_16_R_#212,B0A,2,188,301,114
4CM11_16_R_#212,G05,8,302,378,77
4CM11_16_R_#212,B0A,2,379,455,77
4CM11_16_R_#212,G03,6,456,522,67
4CM11_16_R_#212,B0A,2,523,603,81
4CM11_16_R_#212,D0X,1,604,1100,497
4CM11_16_R_#212,G01,4,1101,1181,81
4CM11_16_R_#212,B0B,3,1182,1299,118
4CM11_16_R_#212,G10,13,1300,1388,89
4CM11_16_R_#212,B0A,2,1389,1482,94
4CM11_16_R_#212,G07,10,1483,1571,89
4CM11_16_R_#212,B0A,2,1572,1656,85
4CM11_16_R_#212,G04,7,1657,1728,72
4CM11_16_R_#212,B0B,3,1729,1857,129
4CM11_16_R_#212,D0X,1,1858,2463,606
4CM11_16_R_#212,G08,11,2464,2536,73
4CM11_16_R_#212,B0B,3,2537,2662,126
4CM11_16_R_#212,D0X,1,2663,3034,372
4CM11_16_R_#212,G02,5,3035,3117,83
4CM11_16_R_#212,B0B,3,3118,3199,82
4CM11_16_R_#212,G09,12,3200,3300,101
4CM11_16_R_#212,B0B,3,3301,3413,113
4CM11_16_R_#212,G11,14,3414,3512,99
4CM11_16_R_#212,D0X,1,3513,3667,155
4CM11_17_R_#13,D0X,1,1,48,48
4CM11_17_R_#13,G02,5,49,140,92
4CM11_17_R_#13,B0A,2,141,596,456
4CM11_17_R_#13,G05,8,597,652,56
4CM11_17_R_#13,B0A,2,653,863,211
4CM11_17_R_#13,G06,9,864,925,62
4CM11_17_R_#13,B0B,3,926,1279,354
4CM11_17_R_#13,G04,7,1280,1346,67
4CM11_17_R_#13,B0B,3,1347,1640,294
4CM11_17_R_#13,G11,14,1641,1741,101
4CM11_17_R_#13,B0B,3,1742,2136,395
4CM11_17_R_#13,D0X,1,2137,2352,216
4CM11_17_R_#13,G01,4,2353,2403,51
4CM11_17_R_#13,B0A,2,2404,2824,421
4CM11_17_R_#13,G10,13,2825,2908,84
4CM11_17_R_#13,B0A,2,2909,3294,386
4CM11_17_R_#13,G09,12,3295,3395,101
4CM11_17_R_#13,B0B,3,3396,3663,268
4CM11_17_R_#13,D0X,1,3664,3846,183
4CM11_17_R_#13,G07,10,3847,3984,138
4CM11_17_R_#13,B0A,2,3985,4288,304
4CM11_17_R_#13,D0X,1,4289,4487,199
4CM11_17_R_#13,G08,11,4488,4584,97
4CM11_17_R_#13,B0B,3,4585,4829,245
4CM11_17_R_#13,G03,6,4830,4905,76
4CM11_17_R_#14,G01,4,1,96,96
4CM11_17_R_#14,B0B,3,97,479,383
4CM11_17_R_#14,G07,10,480,599,120
4CM11_17_R_#14,B0A,2,600,944,345
4CM11_17_R_#14,G02,5,945,1008,64
4CM11_17_R_#14,B0A,2,1009,1287,279
4CM11_17_R_#14,D0X,1,1288,1451,164
4CM11_17_R_#14,G09,12,1452,1562,111
4CM11_17_R_#14,B0B,3,1563,2017,455
4CM11_17_R_#14,G05,8,2018,2095,78
4CM11_17_R_#14,B0B,3,2096,2516,421
4CM11_17_R_#14,D0X,1,2517,2681,165
4CM11_17_R_#14,G10,13,2682,2770,89
4CM11_17_R_#14,B0A,2,2771,3035,265
4CM11_17_R_#14,D0X,1,3036,3160,125
4CM11_17_R_#14,G11,14,3161,3237,77
4CM11_17_R_#14,B0A,2,3238,3445,208
4CM11_17_R_#14,G06,9,3446,3482,37
4CM11_17_R_#14,B0B,3,3483,3732,250
4CM11_17_R_#14,G03,6,3733,3778,46
4CM11_17_R_#14,B0B,3,3779,4110,332
4CM11_17_R_#14,G04,7,4111,4159,49
4CM11_17_R_#14,B0A,2,4160,4436,277
4CM11_17_R_#14,G08,11,4437,4519,83
4CM11_17_R_#14,B0A,2,4520,4552,33
4CM11_17_R_#15,D0X,1,1,24,24
4CM11_17_R_#15,G10,13,25,117,93
4CM11_17_R_#15,B0B,3,118,532,415
4CM11_17_R_#15,G11,14,533,634,102
4CM11_17_R_#15,B0B,3,635,951,317
4CM11_17_R_#15,G01,4,952,1081,130
4CM11_17_R_#15,B0B,3,1082,1409,328
4CM11_17_R_#15,G09,12,1410,1527,118
4CM11_17_R_#15,B0A,2,1528,1827,300
4CM11_17_R_#15,G05,8,1828,1888,61
4CM11_17_R_#15,B0A,2,1889,2112,224
4CM11_17_R_#15,D0X,1,2113,2358,246
4CM11_17_R_#15,G04,7,2359,2446,88
4CM11_17_R_#15,B0B,3,2447,2830,384
4CM11_17_R_#15,D0X,1,2831,3033,203
4CM11_17_R_#15,G08,11,3034,3132,99
4CM11_17_R_#15,B0A,2,3133,3409,277
4CM11_17_R_#15,D0X,1,3410,3574,165
4CM11_17_R_#15,G02,5,3575,3630,56
4CM11_17_R_#15,B0A,2,3631,3824,194
4CM11_17_R_#15,G03,6,3825,3882,58
4CM11_17_R_#15,B0B,3,3883,4110,228
4CM11_17_R_#15,G06,9,4111,4175,65
4CM11_17_R_#15,B0A,2,4176,4370,195
4CM11_17_R_#15,G07,10,4371,4461,91
4CM11_17_R_#15,D0X,1,4462,4492,31
4CM11_17_R_#16,G10,13,1,106,106
4CM11_17_R_#16,B0A,2,107,467,361
4CM11_17_R_#16,G08,11,468,585,118
4CM11_17_R_#16,B0A,2,586,944,359
4CM11_17_R_#16,G07,10,945,1076,132
4CM11_17_R_#16,B0B,3,1077,1438,362
4CM11_17_R_#16,D0X,1,1439,1585,147
4CM11_17_R_#16,G01,4,1586,1691,106
4CM11_17_R_#16,B0B,3,1692,2068,377
4CM11_17_R_#16,G04,7,2069,2135,67
4CM11_17_R_#16,B0A,2,2136,2440,305
4CM11_17_R_#16,G02,5,2441,2512,72
4CM11_17_R_#16,B0B,3,2513,2907,395
4CM11_17_R_#16,G06,9,2908,2944,37
4CM11_17_R_#16,D0X,1,2945,2996,52
4CM11_17_R_#16,B0B,3,2997,3197,201
4CM11_17_R_#16,D0X,1,3198,3348,151
4CM11_17_R_#16,G11,14,3349,3488,140
4CM11_17_R_#16,B0A,2,3489,3756,268
4CM11_17_R_#16,D0X,1,3757,3891,135
4CM11_17_R_#16,G05,8,3892,3966,75
4CM11_17_R_#16,B0B,3,3967,4403,437
4CM11_17_R_#16,G09,12,4404,4506,103
4CM11_17_R_#16,B0A,2,4507,4678,172
4CM11_17_R_#16,G03,6,4679,4731,53
4CM11_17_R_#16,D0X,1,4732,4762,31
4CM11_13_R_#29,D0X,1,1,31,31
4CM11_13_R_#29,G07,10,32,99,68
4CM11_13_R_#29,D0X,1,100,142,43
4CM11_13_R_#29,B0A,2,143,334,192
4CM11_13_R_#29,G06,9,335,395,61
4CM11_13_R_#29,D0X,1,396,434,39
4CM11_13_R_#29,B0B,3,435,622,188
4CM11_13_R_#29,G03,6,623,687,65
4CM11_13_R_#29,D0X,1,688,732,45
4CM11_13_R_#29,B0A,2,733,920,188
4CM11_13_R_#29,D0X,1,921,948,28
4CM11_13_R_#29,G08,11,949,1020,72
4CM11_13_R_#29,D0X,1,1021,1083,63
4CM11_13_R_#29,B0B,3,1084,1253,170
4CM11_13_R_#29,D0X,1,1254,1284,31
4CM11_13_R_#29,G05,8,1285,1348,64
4CM11_13_R_#29,D0X,1,1349,1415,67
4CM11_13_R_#29,B0A,2,1416,1603,188
4CM11_13_R_#29,D0X,1,1604,1627,24
4CM11_13_R_#29,G09,12,1628,1698,71
4CM11_13_R_#29,D0X,1,1699,1730,32
4CM11_13_R_#29,B0B,3,1731,1921,191
4CM11_13_R_#29,D0X,1,1922,1937,16
4CM11_13_R_#29,G01,4,1938,1980,43
4CM11_13_R_#29,D0X,1,1981,2041,61
4CM11_13_R_#29,B0A,2,2042,2194,153
4CM11_13_R_#29,D0X,1,2195,2457,263
4CM11_13_R_#29,G02,5,2458,2512,55
4CM11_13_R_#29,D0X,1,2513,2590,78
4CM11_13_R_#29,B0A,2,2591,2781,191
4CM11_13_R_#29,D0X,1,2782,2908,127
4CM11_13_R_#29,G10,13,2909,2961,53
4CM11_13_R_#29,D0X,1,2962,3025,64
4CM11_13_R_#29,B0B,3,3026,3198,173
4CM11_13_R_#29,D0X,1,3199,3383,185
4CM11_13_R_#29,G11,14,3384,3435,52
4CM11_13_R_#29,D0X,1,3436,3482,47
4CM11_13_R_#29,B0B,3,3483,3678,196
4CM11_13_R_#29,G04,7,3679,3742,64
4CM11_13_R_#29,D0X,1,3743,3841,99
4CM11_13_R_#30,D0X,1,1,17,17
4CM11_13_R_#30,G02,5,18,80,63
4CM11_13_R_#30,D0X,1,81,149,69
4CM11_13_R_#30,B0B,3,150,333,184
4CM11_13_R_#30,D0X,1,334,353,20
4CM11_13_R_#30,G11,14,354,401,48
4CM11_13_R_#30,D0X,1,402,467,66
4CM11_13_R_#30,B0A,2,468,647,180
4CM11_13_R_#30,D0X,1,648,660,13
4CM11_13_R_#30,G04,7,661,718,58
4CM11_13_R_#30,D0X,1,719,763,45
4CM11_13_R_#30,B0B,3,764,971,208
4CM11_13_R_#30,D0X,1,972,1124,153
4CM11_13_R_#30,G06,9,1125,1177,53
4CM11_13_R_#30,D0X,1,1178,1231,54
4CM11_13_R_#30,B0A,2,1232,1436,205
4CM11_13_R_#30,D0X,1,1437,1461,25
4CM11_13_R_#30,G07,10,1462,1545,84
4CM11_13_R_#30,D0X,1,1546,1596,51
4CM11_13_R_#30,B0A,2,1597,1772,176
4CM11_13_R_#30,D0X,1,1773,1782,10
4CM11_13_R_#30,G05,8,1783,1839,57
4CM11_13_R_#30,D0X,1,1840,1887,48
4CM11_13_R_#30,B0B,3,1888,2097,210
4CM11_13_R_#30,D0X,1,2098,2290,193
4CM11_13_R_#30,G03,6,2291,2359,69
4CM11_13_R_#30,D0X,1,2360,2432,73
4CM11_13_R_#30,B0B,3,2433,2642,210
4CM11_13_R_#30,D0X,1,2643,2844,202
4CM11_13_R_#30,G10,13,2845,2904,60
4CM11_13_R_#30,D0X,1,2905,2968,64
4CM11_13_R_#30,B0A,2,2969,3177,209
4CM11_13_R_#30,D0X,1,3178,3200,23
4CM11_13_R_#30,G09,12,3201,3273,73
4CM11_13_R_#30,D0X,1,3274,3333,60
4CM11_13_R_#30,B0B,3,3334,3530,197
4CM11_13_R_#30,D0X,1,3531,3553,23
4CM11_13_R_#30,G01,4,3554,3605,52
4CM11_13_R_#30,D0X,1,3606,3648,43
4CM11_13_R_#30,B0A,2,3649,3808,160
4CM11_13_R_#30,D0X,1,3809,3840,32
4CM11_13_R_#30,G08,11,3841,3903,63
4CM11_13_R_#30,D0X,1,3904,3953,50
4CM11_13_R_#31,D0X,1,1,25,25
4CM11_13_R_#31,G10,13,26,78,53
4CM11_13_R_#31,D0X,1,79,123,45
4CM11_13_R_#31,B0B,3,124,294,171
4CM11_13_R_#31,D0X,1,295,314,20
4CM11_13_R_#31,G03,6,315,374,60
4CM11_13_R_#31,D0X,1,375,420,46
4CM11_13_R_#31,B0A,2,421,586,166
4CM11_13_R_#31,D0X,1,587,621,35
4CM11_13_R_#31,G05,8,622,684,63
4CM11_13_R_#31,D0X,1,685,748,64
4CM11_13_R_#31,B0B,3,749,908,160
4CM11_13_R_#31,D0X,1,909,962,54
4CM11_13_R_#31,G09,12,963,1039,77
4CM11_13_R_#31,D0X,1,1040,1112,73
4CM11_13_R_#31,B0B,3,1113,1281,169
4CM11_13_R_#31,D0X,1,1282,1513,232
4CM11_13_R_#31,G04,7,1514,1568,55
4CM11_13_R_#31,D0X,1,1569,1621,53
4CM11_13_R_#31,B0A,2,1622,1799,178
4CM11_13_R_#31,D0X,1,1800,2017,218
4CM11_13_R_#31,G08,11,2018,2088,71
4CM11_13_R_#31,D0X,1,2089,2173,85
4CM11_13_R_#31,B0B,3,2174,2351,178
4CM11_13_R_#31,D0X,1,2352,2394,43
4CM11_13_R_#31,G07,10,2395,2458,64
4CM11_13_R_#31,D0X,1,2459,2510,52
4CM11_13_R_#31,B0A,2,2511,2678,168
4CM11_13_R_#31,D0X,1,2679,2729,51
4CM11_13_R_#31,G02,5,2730,2784,55
4CM11_13_R_#31,D0X,1,2785,2828,44
4CM11_13_R_#31,B0B,3,2829,3013,185
4CM11_13_R_#31,D0X,1,3014,3168,155
4CM11_13_R_#31,G06,9,3169,3236,68
4CM11_13_R_#31,D0X,1,3237,3328,92
4CM11_13_R_#31,B0A,2,3329,3509,181
4CM11_13_R_#31,G11,14,3510,3572,63
4CM11_13_R_#31,D0X,1,3573,3640,68
4CM11_13_R_#31,B0A,2,3641,3798,158
4CM11_13_R_#31,D0X,1,3799,3813,15
4CM11_13_R_#31,G01,4,3814,3864,51
4CM11_13_R_#31,D0X,1,3865,3945,81
4CM11_13_R_#32,D0X,1,1,23,23
4CM11_13_R_#32,G05,8,24,92,69
4CM11_13_R_#32,D0X,1,93,136,44
4CM11_13_R_#32,B0A,2,137,347,211
4CM11_13_R_#32,D0X,1,348,374,27
4CM11_13_R_#32,G02,5,375,423,49
4CM11_13_R_#32,D0X,1,424,477,54
4CM11_13_R_#32,B0B,3,478,653,176
4CM11_13_R_#32,D0X,1,654,679,26
4CM11_13_R_#32,G01,4,680,732,53
4CM11_13_R_#32,D0X,1,733,791,59
4CM11_13_R_#32,B0A,2,792,972,181
4CM11_13_R_#32,D0X,1,973,1158,186
4CM11_13_R_#32,G04,7,1159,1229,71
4CM11_13_R_#32,D0X,1,1230,1305,76
4CM11_13_R_#32,B0B,3,1306,1490,185
4CM11_13_R_#32,D0X,1,1491,1531,41
4CM11_13_R_#32,G10,13,1532,1573,42
4CM11_13_R_#32,D0X,1,1574,1635,62
4CM11_13_R_#32,B0B,3,1636,1800,165
4CM11_13_R_#32,D0X,1,1801,1811,11
4CM11_13_R_#32,G07,10,1812,1877,66
4CM11_13_R_#32,D0X,1,1878,1926,49
