video,label,id,t_start,t_end,frames
1CV12_2_R_#70,D0X,1,2424,2699,276
1CV12_2_R_#70,G05,8,2700,2780,81
1CV12_2_R_#70,B0A,2,2781,2995,215
1CV12_2_R_#70,D0X,1,2996,3261,266
1CV12_2_R_#70,G03,6,3262,3330,69
1CV12_2_R_#70,B0B,3,3331,3493,163
1CV12_2_R_#70,G09,12,3494,3554,61
1CV12_2_R_#70,B0B,3,3555,3754,200
1CV12_2_R_#70,G11,14,3755,3807,53
1CV12_2_R_#70,D0X,1,3808,3856,49
1CV12_2_R_#71,D0X,1,1,82,82
1CV12_2_R_#71,G04,7,83,142,60
1CV12_2_R_#71,B0B,3,143,398,256
1CV12_2_R_#71,G06,9,399,456,58
1CV12_2_R_#71,B0B,3,457,682,226
1CV12_2_R_#71,G07,10,683,736,54
1CV12_2_R_#71,B0A,2,737,1014,278
1CV12_2_R_#71,G08,11,1015,1063,49
1CV12_2_R_#71,B0A,2,1064,1303,240
1CV12_2_R_#71,G10,13,1304,1344,41
1CV12_2_R_#71,B0B,3,1345,1557,213
1CV12_2_R_#71,D0X,1,1558,1904,347
1CV12_2_R_#71,G05,8,1905,1973,69
1CV12_2_R_#71,B0B,3,1974,2257,284
1CV12_2_R_#71,G09,12,2258,2307,50
1CV12_2_R_#71,B0A,2,2308,2542,235
1CV12_2_R_#71,G03,6,2543,2591,49
1CV12_2_R_#71,B0B,3,2592,2803,212
1CV12_2_R_#71,D0X,1,2804,3103,300
1CV12_2_R_#71,G02,5,3104,3148,45
1CV12_2_R_#71,B0A,2,3149,3408,260
1CV12_2_R_#71,D0X,1,3409,3661,253
1CV12_2_R_#71,G11,14,3662,3703,42
1CV12_2_R_#71,B0A,2,3704,3919,216
1CV12_2_R_#71,G01,4,3920,3956,37
1CV12_2_R_#71,D0X,1,3957,4011,55
1CV12_2_R_#72,D0X,1,1,96,96
1CV12_2_R_#72,G08,11,97,139,43
1CV12_2_R_#72,B0A,2,140,394,255
1CV12_2_R_#72,G03,6,395,440,46
1CV12_2_R_#72,B0B,3,441,719,279
1CV12_2_R_#72,G02,5,720,757,38
1CV12_2_R_#72,B0A,2,758,1005,248
1CV12_2_R_#72,G05,8,1006,1059,54
1CV12_2_R_#72,B0B,3,1060,1251,192
1CV12_2_R_#72,D0X,1,1252,1568,317
1CV12_2_R_#72,G06,9,1569,1629,61
1CV12_2_R_#72,B0A,2,1630,1871,242
1CV12_2_R_#72,G07,10,1872,1929,58
1CV12_2_R_#72,B0B,3,1930,2193,264
1CV12_2_R_#72,D0X,1,2194,2466,273
1CV12_2_R_#72,G04,7,2467,2536,70
1CV12_2_R_#72,B0B,3,2537,2829,293
1CV12_2_R_#72,D0X,1,2830,3065,236
1CV12_2_R_#72,G10,13,3066,3112,47
1CV12_2_R_#72,B0B,3,3113,3386,274
1CV12_2_R_#72,G11,14,3387,3422,36
1CV12_2_R_#72,B0A,2,3423,3686,264
1CV12_2_R_#72,G01,4,3687,3762,76
1CV12_2_R_#72,B0A,2,3763,3936,174
1CV12_2_R_#72,G09,12,3937,3995,59
1CV12_2_R_#72,D0X,1,3996,4029,34
1CV12_6_R_#77,D0X,1,1,32,32
1CV12_6_R_#77,G10,13,33,76,44
1CV12_6_R_#77,B0A,2,77,322,246
1CV12_6_R_#77,G08,11,323,378,56
1CV12_6_R_#77,B0A,2,379,458,80
1CV12_6_R_#77,G05,8,459,510,52
1CV12_6_R_#77,B0B,3,511,764,254
1CV12_6_R_#77,G01,4,765,793,29
1CV12_6_R_#77,B0B,3,794,970,177
1CV12_6_R_#77,D0X,1,971,1347,377
1CV12_6_R_#77,G02,5,1348,1377,30
1CV12_6_R_#77,B0A,2,1378,1593,216
1CV12_6_R_#77,G04,7,1594,1634,41
1CV12_6_R_#77,B0A,2,1635,1848,214
1CV12_6_R_#77,D0X,1,1849,2212,364
1CV12_6_R_#77,G03,6,2213,2252,40
1CV12_6_R_#77,B0A,2,2253,2477,225
1CV12_6_R_#77,D0X,1,2478,2825,348
1CV12_6_R_#77,G09,12,2826,2877,52
1CV12_6_R_#77,B0B,3,2878,3022,145
1CV12_6_R_#77,G07,10,3023,3073,51
1CV12_6_R_#77,B0B,3,3074,3282,209
1CV12_6_R_#77,G11,14,3283,3329,47
1CV12_6_R_#77,B0B,3,3330,3547,218
1CV12_6_R_#77,G06,9,3548,3591,44
1CV12_6_R_#77,D0X,1,3592,3641,50
1CV12_6_R_#78,D0X,1,1,26,26
1CV12_6_R_#78,G04,7,27,85,59
1CV12_6_R_#78,B0A,2,86,446,361
1CV12_6_R_#78,G05,8,447,495,49
1CV12_6_R_#78,B0A,2,496,863,368
1CV12_6_R_#78,G03,6,864,918,55
1CV12_6_R_#78,B0B,3,919,1182,264
1CV12_6_R_#78,G11,14,1183,1230,48
1CV12_6_R_#78,B0A,2,1231,1384,154
1CV12_6_R_#78,G07,10,1385,1445,61
1CV12_6_R_#78,B0B,3,1446,1634,189
1CV12_6_R_#78,D0X,1,1635,1991,357
1CV12_6_R_#78,G10,13,1992,2044,53
1CV12_6_R_#78,B0B,3,2045,2435,391
1CV12_6_R_#78,D0X,1,2436,2590,155
1CV12_6_R_#78,G01,4,2591,2617,27
1CV12_6_R_#78,B0A,2,2618,2800,183
1CV12_6_R_#78,G06,9,2801,2840,40
1CV12_6_R_#78,B0B,3,2841,3085,245
1CV12_6_R_#78,D0X,1,3086,3473,388
1CV12_6_R_#78,G08,11,3474,3519,46
1CV12_6_R_#78,B0A,2,3520,3668,149
1CV12_6_R_#78,G02,5,3669,3690,22
1CV12_6_R_#78,B0B,3,3691,3846,156
1CV12_6_R_#78,G09,12,3847,3891,45
1CV12_6_R_#78,D0X,1,3892,3931,40
1CV12_6_R_#79,D0X,1,1,41,41
1CV12_6_R_#79,G02,5,42,73,32
1CV12_6_R_#79,B0B,3,74,510,437
1CV12_6_R_#79,G10,13,511,558,48
1CV12_6_R_#79,B0B,3,559,903,345
1CV12_6_R_#79,G06,9,904,948,45
1CV12_6_R_#79,B0A,2,949,1208,260
1CV12_6_R_#79,G05,8,1209,1266,58
1CV12_6_R_#79,B0B,3,1267,1695,429
1CV12_6_R_#79,G11,14,1696,1741,46
1CV12_6_R_#79,B0A,2,1742,2016,275
1CV12_6_R_#79,G08,11,2017,2052,36
1CV12_6_R_#79,B0A,2,2053,2312,260
1CV12_6_R_#79,D0X,1,2313,2579,267
1CV12_6_R_#79,G09,12,2580,2621,42
1CV12_6_R_#79,B0B,3,2622,2736,115
1CV12_6_R_#79,G03,6,2737,2789,53
1CV12_6_R_#79,B0B,3,2790,2991,202
1CV12_6_R_#79,D0X,1,2992,3245,254
1CV12_6_R_#79,G07,10,3246,3314,69
1CV12_6_R_#79,B0A,2,3315,3434,120
1CV12_6_R_#79,D0X,1,3435,3622,188
1CV12_6_R_#79,G04,7,3623,3666,44
1CV12_6_R_#79,B0A,2,3667,3753,87
1CV12_6_R_#79,G01,4,3754,3790,37
1CV12_6_R_#79,D0X,1,3791,3827,37
1CV12_6_R_#80,D0X,1,1,35,35
1CV12_6_R_#80,G09,12,36,97,62
1CV12_6_R_#80,B0A,2,98,721,624
1CV12_6_R_#80,G06,9,722,763,42
1CV12_6_R_#80,B0B,3,764,979,216
1CV12_6_R_#80,G08,11,980,1029,50
1CV12_6_R_#80,B0B,3,1030,1229,200
1CV12_6_R_#80,D0X,1,1230,1583,354
1CV12_6_R_#80,G03,6,1584,1619,36
1CV12_6_R_#80,B0A,2,1620,1842,223
1CV12_6_R_#80,G01,4,1843,1870,28
1CV12_6_R_#80,B0B,3,1871,2273,403
1CV12_6_R_#80,G02,5,2274,2352,79
1CV12_6_R_#80,B0A,2,2353,2580,228
1CV12_6_R_#80,D0X,1,2581,2683,103
1CV12_6_R_#80,G05,8,2684,2726,43
1CV12_6_R_#80,B0B,3,2727,2953,227
1CV12_6_R_#80,G11,14,2954,3013,60
1CV12_6_R_#80,B0B,3,3014,3161,148
1CV12_6_R_#80,D0X,1,3162,3326,165
1CV12_6_R_#80,G07,10,3327,3386,60
1CV12_6_R_#80,B0A,2,3387,3679,293
1CV12_6_R_#80,G10,13,3680,3716,37
1CV12_6_R_#80,B0A,2,3717,3835,119
1CV12_6_R_#80,G04,7,3836,3873,38
1CV12_6_R_#80,D0X,1,3874,3905,32
1CV12_12_R_#89,D0X,1,1,90,90
1CV12_12_R_#89,G04,7,91,182,92
1CV12_12_R_#89,B0B,3,183,419,237
1CV12_12_R_#89,G10,13,420,507,88
1CV12_12_R_#89,B0B,3,508,727,220
1CV12_12_R_#89,G01,4,728,783,56
1CV12_12_R_#89,B0A,2,784,1025,242
1CV12_12_R_#89,G02,5,1026,1120,95
1CV12_12_R_#89,B0A,2,1121,1313,193
1CV12_12_R_#89,G05,8,1314,1402,89
1CV12_12_R_#89,B0B,3,1403,1626,224
1CV12_12_R_#89,D0X,1,1627,2040,414
1CV12_12_R_#89,G09,12,2041,2122,82
1CV12_12_R_#89,B0B,3,2123,2349,227
1CV12_12_R_#89,G08,11,2350,2400,51
1CV12_12_R_#89,B0A,2,2401,2660,260
1CV12_12_R_#89,G03,6,2661,2767,107
1CV12_12_R_#89,B0B,3,2768,3002,235
1CV12_12_R_#89,D0X,1,3003,3372,370
1CV12_12_R_#89,G11,14,3373,3463,91
1CV12_12_R_#89,B0A,2,3464,3682,219
1CV12_12_R_#89,D0X,1,3683,3977,295
1CV12_12_R_#89,G06,9,3978,4065,88
1CV12_12_R_#89,B0A,2,4066,4278,213
1CV12_12_R_#89,G07,10,4279,4369,91
1CV12_12_R_#89,D0X,1,4370,4395,26
1CV12_12_R_#90,D0X,1,1,112,112
1CV12_12_R_#90,G09,12,113,200,88
1CV12_12_R_#90,B0B,3,201,459,259
1CV12_12_R_#90,G05,8,460,554,95
1CV12_12_R_#90,B0A,2,555,828,274
1CV12_12_R_#90,G11,14,829,930,102
1CV12_12_R_#90,B0B,3,931,1152,222
1CV12_12_R_#90,D0X,1,1153,1416,264
1CV12_12_R_#90,G02,5,1417,1531,115
1CV12_12_R_#90,B0A,2,1532,1813,282
1CV12_12_R_#90,G01,4,1814,1920,107
1CV12_12_R_#90,B0B,3,1921,2174,254
1CV12_12_R_#90,G04,7,2175,2279,105
1CV12_12_R_#90,B0B,3,2280,2534,255
1CV12_12_R_#90,G07,10,2535,2682,148
1CV12_12_R_#90,B0A,2,2683,2965,283
1CV12_12_R_#90,D0X,1,2966,3327,362
1CV12_12_R_#90,G03,6,3328,3423,96
1CV12_12_R_#90,B0A,2,3424,3683,260
1CV12_12_R_#90,D0X,1,3684,3948,265
1CV12_12_R_#90,G08,11,3949,4051,103
1CV12_12_R_#90,B0B,3,4052,4289,238
1CV12_12_R_#90,G10,13,4290,4387,98
1CV12_12_R_#90,B0A,2,4388,4628,241
1CV12_12_R_#90,G06,9,4629,4697,69
1CV12_12_R_#90,D0X,1,4698,4723,26
1CV12_12_R_#91,D0X,1,1,72,72
1CV12_12_R_#91,G08,11,73,165,93
1CV12_12_R_#91,B0B,3,166,407,242
1CV12_12_R_#91,G09,12,408,498,91
1CV12_12_R_#91,B0A,2,499,748,250
1CV12_12_R_#91,G10,13,749,844,96
1CV12_12_R_#91,B0B,3,845,1084,240
1CV12_12_R_#91,G05,8,1085,1181,97
1CV12_12_R_#91,B0A,2,1182,1385,204
1CV12_12_R_#91,G04,7,1386,1486,101
1CV12_12_R_#91,B0B,3,1487,1670,184
1CV12_12_R_#91,D0X,1,1671,2196,526
1CV12_12_R_#91,G01,4,2197,2283,87
1CV12_12_R_#91,B0B,3,2284,2493,210
1CV12_12_R_#91,D0X,1,2494,2840,347
1CV12_12_R_#91,G03,6,2841,2934,94
1CV12_12_R_#91,B0A,2,2935,3157,223
1CV12_12_R_#91,G11,14,3158,3237,80
1CV12_12_R_#91,B0A,2,3238,3475,238
1CV12_12_R_#91,G02,5,3476,3546,71
1CV12_12_R_#91,B0B,3,3547,3757,211
1CV12_12_R_#91,D0X,1,3758,4118,361
1CV12_12_R_#91,G07,10,4119,4230,112
1CV12_12_R_#91,B0A,2,4231,4386,156
1CV12_12_R_#91,G06,9,4387,4437,51
1CV12_12_R_#91,D0X,1,4438,4465,28
1CV12_12_R_#92,D0X,1,1,134,134
1CV12_12_R_#92,G02,5,135,248,114
1CV12_12_R_#92,B0A,2,249,477,229
1CV12_12_R_#92,G05,8,478,583,106
1CV12_12_R_#92,B0B,3,584,854,271
1CV12_12_R_#92,G11,14,855,967,113
1CV12_12_R_#92,B0A,2,968,1187,220
1CV12_12_R_#92,D0X,1,1188,1541,354
1CV12_12_R_#92,G04,7,1542,1662,121
1CV12_12_R_#92,B0A,2,1663,1886,224
1CV12_12_R_#92,D0X,1,1887,2314,428
1CV12_12_R_#92,G10,13,2315,2411,97
1CV12_12_R_#92,B0B,3,2412,2637,226
1CV12_12_R_#92,G03,6,2638,2746,109
1CV12_12_R_#92,B0A,2,2747,3013,267
1CV12_12_R_#92,D0X,1,3014,3396,383
1CV12_12_R_#92,G07,10,3397,3539,143
1CV12_12_R_#92,B0B,3,3540,3784,245
1CV12_12_R_#92,G01,4,3785,3897,113
1CV12_12_R_#92,B0B,3,3898,4102,205
1CV12_12_R_#92,G08,11,4103,4206,104
1CV12_12_R_#92,B0B,3,4207,4425,219
1CV12_12_R_#92,G09,12,4426,4518,93
1CV12_12_R_#92,B0A,2,4519,4672,154
1CV12_12_R_#92,G06,9,4673,4719,47
1CV12_12_R_#92,D0X,1,4720,4772,53
1CV12_15_R_#101,D0X,1,1,42,42
1CV12_15_R_#101,G07,10,43,120,78
1CV12_15_R_#101,D0X,1,121,138,18
1CV12_15_R_#101,B0B,3,139,297,159
1CV12_15_R_#101,G03,6,298,372,75
1CV12_15_R_#101,D0X,1,373,401,29
1CV12_15_R_#101,B0B,3,402,573,172
1CV12_15_R_#101,D0X,1,574,622,49
1CV12_15_R_#101,G06,9,623,678,56
1CV12_15_R_#101,D0X,1,679,717,39
1CV12_15_R_#101,B0B,3,718,865,148
1CV12_15_R_#101,D0X,1,866,911,46
1CV12_15_R_#101,G01,4,912,951,40
1CV12_15_R_#101,D0X,1,952,997,46
1CV12_15_R_#101,B0A,2,998,1163,166
1CV12_15_R_#101,D0X,1,1164,1204,41
1CV12_15_R_#101,G04,7,1205,1266,62
1CV12_15_R_#101,D0X,1,1267,1313,47
1CV12_15_R_#101,B0B,3,1314,1464,151
1CV12_15_R_#101,D0X,1,1465,1502,38
1CV12_15_R_#101,G10,13,1503,1564,62
1CV12_15_R_#101,D0X,1,1565,1621,57
1CV12_15_R_#101,B0A,2,1622,1763,142
1CV12_15_R_#101,D0X,1,1764,1955,192
1CV12_15_R_#101,G05,8,1956,2012,57
1CV12_15_R_#101,D0X,1,2013,2054,42
1CV12_15_R_#101,B0A,2,2055,2221,167
1CV12_15_R_#101,D0X,1,2222,2375,154
1CV12_15_R_#101,G11,14,2376,2437,62
1CV12_15_R_#101,D0X,1,2438,2488,51
1CV12_15_R_#101,B0B,3,2489,2651,163
1CV12_15_R_#101,D0X,1,2652,2696,45
1CV12_15_R_#101,G09,12,2697,2768,72
1CV12_15_R_#101,D0X,1,2769,2827,59
1CV12_15_R_#101,B0A,2,2828,3010,183
1CV12_15_R_#101,D0X,1,3011,3179,169
1CV12_15_R_#101,G08,11,3180,3245,66
1CV12_15_R_#101,D0X,1,3246,3289,44
1CV12_15_R_#101,B0A,2,3290,3466,177
1CV12_15_R_#101,D0X,1,3467,3522,56
1CV12_15_R_#101,G02,5,3523,3571,49
1CV12_15_R_#101,D0X,1,3572,3623,52
1CV12_15_R_#102,D0X,1,1,33,33
1CV12_15_R_#102,G10,13,34,103,70
1CV12_15_R_#102,D0X,1,104,113,10
1CV12_15_R_#102,B0B,3,114,260,147
1CV12_15_R_#102,D0X,1,261,285,25
1CV12_15_R_#102,G05,8,286,352,67
1CV12_15_R_#102,D0X,1,353,381,29
1CV12_15_R_#102,B0A,2,382,548,167
1CV12_15_R_#102,D0X,1,549,589,41
1CV12_15_R_#102,G03,6,590,654,65
1CV12_15_R_#102,D0X,1,655,686,32
1CV12_15_R_#102,B0A,2,687,874,188
1CV12_15_R_#102,D0X,1,875,922,48
1CV12_15_R_#102,G09,12,923,992,70
1CV12_15_R_#102,D0X,1,993,1033,41
1CV12_15_R_#102,B0B,3,1034,1200,167
1CV12_15_R_#102,D0X,1,1201,1237,37
1CV12_15_R_#102,G01,4,1238,1281,44
1CV12_15_R_#102,D0X,1,1282,1319,38
1CV12_15_R_#102,B0A,2,1320,1470,151
1CV12_15_R_#102,D0X,1,1471,1597,127
1CV12_15_R_#102,G06,9,1598,1661,64
1CV12_15_R_#102,D0X,1,1662,1702,41
1CV12_15_R_#102,B0A,2,1703,1883,181
1CV12_15_R_#102,D0X,1,1884,1914,31
1CV12_15_R_#102,G04,7,1915,1988,74
1CV12_15_R_#102,D0X,1,1989,2038,50
1CV12_15_R_#102,B0A,2,2039,2211,173
1CV12_15_R_#102,D0X,1,2212,2378,167
1CV12_15_R_#102,G08,11,2379,2448,70
1CV12_15_R_#102,D0X,1,2449,2505,57
1CV12_15_R_#102,B0B,3,2506,2678,173
1CV12_15_R_#102,D0X,1,2679,2859,181
1CV12_15_R_#102,G07,10,2860,2928,69
1CV12_15_R_#102,D0X,1,2929,2965,37
1CV12_15_R_#102,B0B,3,2966,3174,209
1CV12_15_R_#102,D0X,1,3175,3220,46
1CV12_15_R_#102,G02,5,3221,3271,51
1CV12_15_R_#102,D0X,1,3272,3351,80
1CV12_15_R_#102,B0B,3,3352,3542,191
1CV12_15_R_#102,D0X,1,3543,3592,50
1CV12_15_R_#102,G11,14,3593,3666,74
1CV12_15_R_#102,D0X,1,3667,3743,77
1CV12_15_R_#103,D0X,1,1,46,46
1CV12_15_R_#103,G03,6,47,115,69
1CV12_15_R_#103,D0X,1,116,127,12
1CV12_15_R_#103,B0A,2,128,281,154
1CV12_15_R_#103,D0X,1,282,304,23
1CV12_15_R_#103,G10,13,305,363,59
1CV12_15_R_#103,D0X,1,364,400,37
1CV12_15_R_#103,B0B,3,401,561,161
1CV12_15_R_#103,D0X,1,562,627,66
1CV12_15_R_#103,G09,12,628,694,67
1CV12_15_R_#103,D0X,1,695,742,48
1CV12_15_R_#103,B0B,3,743,910,168
1CV12_15_R_#103,D0X,1,911,945,35
1CV12_15_R_#103,G04,7,946,1009,64
1CV12_15_R_#103,D0X,1,1010,1051,42
1CV12_15_R_#103,B0B,3,1052,1219,168
1CV12_15_R_#103,D0X,1,1220,1270,51
1CV12_15_R_#103,G07,10,1271,1324,54
1CV12_15_R_#103,D0X,1,1325,1366,42
1CV12_15_R_#103,B0A,2,1367,1536,170
1CV12_15_R_#103,D0X,1,1537,1676,140
1CV12_15_R_#103,G11,14,1677,1743,67
1CV12_15_R_#103,D0X,1,1744,1771,28
1CV12_15_R_#103,B0A,2,1772,1931,160
1CV12_15_R_#103,D0X,1,1932,1975,44
1CV12_15_R_#103,G01,4,1976,2021,46
1CV12_15_R_#103,D0X,1,2022,2063,42
1CV12_15_R_#103,B0A,2,2064,2246,183
1CV12_15_R_#103,D0X,1,2247,2393,147
1CV12_15_R_#103,G02,5,2394,2431,38
1CV12_15_R_#103,D0X,1,2432,2488,57
1CV12_15_R_#103,B0B,3,2489,2653,165
1CV12_15_R_#103,D0X,1,2654,2809,156
1CV12_15_R_#103,G08,11,2810,2881,72
1CV12_15_R_#103,D0X,1,2882,2930,49
1CV12_15_R_#103,B0A,2,2931,3152,222
1CV12_15_R_#103,D0X,1,3153,3193,41
1CV12_15_R_#103,G06,9,3194,3263,70
1CV12_15_R_#103,D0X,1,3264,3307,44
1CV12_15_R_#103,B0B,3,3308,3489,182
1CV12_15_R_#103,D0X,1,3490,3524,35
1CV12_15_R_#103,G05,8,3525,3584,60
1CV12_15_R_#103,D0X,1,3585,3634,50
1CV12_15_R_#104,D0X,1,1,34,34
1CV12_15_R_#104,G08,11,35,128,94
1CV12_15_R_#104,D0X,1,129,146,18
1CV12_15_R_#104,B0A,2,147,321,175
1CV12_15_R_#104,D0X,1,322,356,35
1CV12_15_R_#104,G06,9,357,412,56
1CV12_15_R_#104,D0X,1,413,450,38
1CV12_15_R_#104,B0A,2,451,659,209
1CV12_15_R_#104,D0X,1,660,704,45
1CV12_15_R_#104,G02,5,705,748,44
1CV12_15_R_#104,D0X,1,749,792,44
1CV12_15_R_#104,B0B,3,793,981,189
1CV12_15_R_#104,D0X,1,982,1020,39
1CV12_15_R_#104,G09,12,1021,1093,73
1CV12_15_R_#104,D0X,1,1094,1145,52
1CV12_15_R_#104,B0B,3,1146,1336,191
1CV12_15_R_#104,D0X,1,1337,1556,220
1CV12_15_R_#104,G04,7,1557,1618,62
1CV12_15_R_#104,D0X,1,1619,1659,41
1CV12_15_R_#104,B0A,2,1660,1864,205
1CV12_15_R_#104,D0X,1,1865,2028,164
1CV12_15_R_#104,G11,14,2029,2105,77
1CV12_15_R_#104,D0X,1,2106,2140,35
1CV12_15_R_#104,B0A,2,2141,2327,187
1CV12_15_R_#104,D0X,1,2328,2376,49
1CV12_15_R_#104,G07,10,2377,2432,56
1CV12_15_R_#104,D0X,1,2433,2462,30
1CV12_15_R_#104,B0B,3,2463,2681,219
1CV12_15_R_#104,D0X,1,2682,2826,145
1CV12_15_R_#104,G05,8,2827,2886,60
1CV12_15_R_#104,D0X,1,2887,2935,49
1CV12_15_R_#104,B0A,2,2936,3146,211
1CV12_15_R_#104,D0X,1,3147,3188,42
1CV12_15_R_#104,G10,13,3189,3266,78
1CV12_15_R_#104,D0X,1,3267,3319,53
1CV12_15_R_#104,B0B,3,3320,3547,228
1CV12_15_R_#104,D0X,1,3548,3591,44
1CV12_15_R_#104,G01,4,3592,3630,39
1CV12_15_R_#104,D0X,1,3631,3678,48
1CV12_15_R_#104,B0B,3,3679,3877,199
1CV12_15_R_#104,D0X,1,3878,3897,20
1CV12_15_R_#104,G03,6,3898,3963,66
1CV12_15_R_#104,D0X,1,3964,4047,84
1CV12_21_R_#109,D0X,1,1,104,104
1CV12_21_R_#109,G03,6,105,211,107
1CV12_21_R_#109,B0B,3,212,469,258
1CV12_21_R_#109,G05,8,470,568,99
1CV12_21_R_#109,B0B,3,569,825,257
1CV12_21_R_#109,G07,10,826,957,132
1CV12_21_R_#109,B0A,2,958,1208,251
1CV12_21_R_#109,G11,14,1209,1318,110
1CV12_21_R_#109,B0A,2,1319,1563,245
1CV12_21_R_#109,G09,12,1564,1695,132
1CV12_21_R_#109,B0B,3,1696,1925,230
1CV12_21_R_#109,D0X,1,1926,2365,440
1CV12_21_R_#109,G08,11,2366,2504,139
1CV12_21_R_#109,B0A,2,2505,2763,259
1CV12_21_R_#109,G10,13,2764,2871,108
1CV12_21_R_#109,B0A,2,2872,3116,245
1CV12_21_R_#109,D0X,1,3117,3425,309
1CV12_21_R_#109,G01,4,3426,3526,101
1CV12_21_R_#109,B0B,3,3527,3748,222
1CV12_21_R_#109,D0X,1,3749,4006,258
1CV12_21_R_#109,G06,9,4007,4100,94
1CV12_21_R_#109,B0B,3,4101,4367,267
1CV12_21_R_#109,G02,5,4368,4466,99
1CV12_21_R_#109,B0A,2,4467,4705,239
1CV12_21_R_#109,G04,7,4706,4755,50
1CV12_21_R_#109,D0X,1,4756,4776,21
1CV12_21_R_#110,D0X,1,1,56,56
1CV12_21_R_#110,G03,6,57,130,74
1CV12_21_R_#110,B0A,2,131,400,270
1CV12_21_R_#110,G08,11,401,492,92
1CV12_21_R_#110,B0B,3,493,765,273
1CV12_21_R_#110,G05,8,766,838,73
1CV12_21_R_#110,B0A,2,839,1080,242
1CV12_21_R_#110,G04,7,1081,1160,80
1CV12_21_R_#110,B0A,2,1161,1435,275
1CV12_21_R_#110,D0X,1,1436,1743,308
1CV12_21_R_#110,G02,5,1744,1811,68
1CV12_21_R_#110,B0B,3,1812,2036,225
1CV12_21_R_#110,D0X,1,2037,2355,319
1CV12_21_R_#110,G06,9,2356,2438,83
1CV12_21_R_#110,B0B,3,2439,2687,249
1CV12_21_R_#110,G07,10,2688,2781,94
1CV12_21_R_#110,B0B,3,2782,3036,255
1CV12_21_R_#110,D0X,1,3037,3397,361
1CV12_21_R_#110,G01,4,3398,3469,72
1CV12_21_R_#110,B0A,2,3470,3774,305
1CV12_21_R_#110,G10,13,3775,3847,73
1CV12_21_R_#110,B0A,2,3848,4122,275
1CV12_21_R_#110,G09,12,4123,4202,80
1CV12_21_R_#110,B0B,3,4203,4438,236
1CV12_21_R_#110,G11,14,4439,4491,53
1CV12_21_R_#111,D0X,1,1,80,80
1CV12_21_R_#111,G11,14,81,196,116
1CV12_21_R_#111,B0B,3,197,495,299
1CV12_21_R_#111,G09,12,496,615,120
1CV12_21_R_#111,B0B,3,616,846,231
1CV12_21_R_#111,G05,8,847,959,113
1CV12_21_R_#111,B0B,3,960,1209,250
1CV12_21_R_#111,G01,4,1210,1320,111
1CV12_21_R_#111,B0A,2,1321,1603,283
1CV12_21_R_#111,G04,7,1604,1710,107
1CV12_21_R_#111,B0B,3,1711,1985,275
1CV12_21_R_#111,G02,5,1986,2073,88
1CV12_21_R_#111,B0A,2,2074,2308,235
1CV12_21_R_#111,D0X,1,2309,2649,341
1CV12_21_R_#111,G08,11,2650,2763,114
1CV12_21_R_#111,B0A,2,2764,3058,295
1CV12_21_R_#111,G06,9,3059,3184,126
1CV12_21_R_#111,B0B,3,3185,3404,220
1CV12_21_R_#111,D0X,1,3405,3702,298
1CV12_21_R_#111,G07,10,3703,3816,114
1CV12_21_R_#111,B0A,2,3817,4062,246
1CV12_21_R_#111,D0X,1,4063,4268,206
1CV12_21_R_#111,G10,13,4269,4370,102
1CV12_21_R_#111,B0A,2,4371,4604,234
1CV12_21_R_#111,G03,6,4605,4684,80
1CV12_21_R_#112,D0X,1,1,115,115
1CV12_21_R_#112,G04,7,116,216,101
1CV12_21_R_#112,B0A,2,217,462,246
1CV12_21_R_#112,G05,8,463,559,97
1CV12_21_R_#112,B0A,2,560,847,288
1CV12_21_R_#112,G03,6,848,957,110
1CV12_21_R_#112,B0B,3,958,1220,263
1CV12_21_R_#112,D0X,1,1221,1582,362
1CV12_21_R_#112,G11,14,1583,1688,106
1CV12_21_R_#112,B0A,2,1689,1953,265
1CV12_21_R_#112,D0X,1,1954,2251,298
1CV12_21_R_#112,G10,13,2252,2342,91
1CV12_21_R_#112,B0B,3,2343,2620,278
1CV12_21_R_#112,G06,9,2621,2718,98
1CV12_21_R_#112,B0A,2,2719,3040,322
1CV12_21_R_#112,G09,12,3041,3162,122
1CV12_21_R_#112,B0B,3,3163,3414,252
1CV12_21_R_#112,D0X,1,3415,3670,256
1CV12_21_R_#112,G02,5,3671,3791,121
1CV12_21_R_#112,B0B,3,3792,4043,252
1CV12_21_R_#112,G07,10,4044,4161,118
1CV12_21_R_#112,B0B,3,4162,4391,230
1CV12_21_R_#112,G01,4,4392,4507,116
1CV12_21_R_#112,B0A,2,4508,4763,256
1CV12_21_R_#112,G08,11,4764,4826,63
1CV12_21_R_#112,B0A,2,4827,4853,27
