video,label,id,t_start,t_end,frames
4CM11_29_R_#59,D0X,1,3168,3420,253
4CM11_29_R_#59,G05,8,3421,3470,50
4CM11_29_R_#59,B0A,2,3471,3576,106
4CM11_29_R_#59,G06,9,3577,3627,51
4CM11_29_R_#59,B0B,3,3628,3780,153
4CM11_29_R_#59,G03,6,3781,3815,35
4CM11_29_R_#59,D0X,1,3816,3853,38
4CM11_29_R_#60,D0X,1,1,10,10
4CM11_29_R_#60,G08,11,11,57,47
4CM11_29_R_#60,D0X,1,58,68,11
4CM11_29_R_#60,B0A,2,69,348,280
4CM11_29_R_#60,G11,14,349,377,29
4CM11_29_R_#60,B0B,3,378,690,313
4CM11_29_R_#60,G04,7,691,736,46
4CM11_29_R_#60,B0B,3,737,1103,367
4CM11_29_R_#60,G01,4,1104,1128,25
4CM11_29_R_#60,B0B,3,1129,1311,183
4CM11_29_R_#60,D0X,1,1312,1682,371
4CM11_29_R_#60,G10,13,1683,1726,44
4CM11_29_R_#60,B0B,3,1727,2067,341
4CM11_29_R_#60,G09,12,2068,2107,40
4CM11_29_R_#60,B0A,2,2108,2326,219
4CM11_29_R_#60,D0X,1,2327,2611,285
4CM11_29_R_#60,G06,9,2612,2668,57
4CM11_29_R_#60,B0A,2,2669,2865,197
4CM11_29_R_#60,D0X,1,2866,3143,278
4CM11_29_R_#60,G02,5,3144,3176,33
4CM11_29_R_#60,B0A,2,3177,3372,196
4CM11_29_R_#60,G03,6,3373,3408,36
4CM11_29_R_#60,B0A,2,3409,3654,246
4CM11_29_R_#60,G07,10,3655,3702,48
4CM11_29_R_#60,B0B,3,3703,3856,154
4CM11_29_R_#60,G05,8,3857,3897,41
4CM11_2_R_#37,D0X,1,1,70,70
4CM11_2_R_#37,G08,11,71,154,84
4CM11_2_R_#37,B0A,2,155,427,273
4CM11_2_R_#37,G07,10,428,504,77
4CM11_2_R_#37,B0A,2,505,730,226
4CM11_2_R_#37,G09,12,731,816,86
4CM11_2_R_#37,B0A,2,817,1052,236
4CM11_2_R_#37,G05,8,1053,1139,87
4CM11_2_R_#37,B0A,2,1140,1404,265
4CM11_2_R_#37,D0X,1,1405,1615,211
4CM11_2_R_#37,G11,14,1616,1675,60
4CM11_2_R_#37,B0B,3,1676,1971,296
4CM11_2_R_#37,G04,7,1972,2048,77
4CM11_2_R_#37,B0A,2,2049,2237,189
4CM11_2_R_#37,G01,4,2238,2284,47
4CM11_2_R_#37,B0B,3,2285,2598,314
4CM11_2_R_#37,D0X,1,2599,2844,246
4CM11_2_R_#37,G06,9,2845,2909,65
4CM11_2_R_#37,B0B,3,2910,3166,257
4CM11_2_R_#37,G02,5,3167,3237,71
4CM11_2_R_#37,B0B,3,3238,3535,298
4CM11_2_R_#37,D0X,1,3536,3650,115
4CM11_2_R_#37,G10,13,3651,3709,59
4CM11_2_R_#37,B0B,3,3710,3914,205
4CM11_2_R_#37,G03,6,3915,3981,67
4CM11_2_R_#37,D0X,1,3982,4047,66
4CM11_2_R_#38,D0X,1,1,133,133
4CM11_2_R_#38,G07,10,134,202,69
4CM11_2_R_#38,B0B,3,203,434,232
4CM11_2_R_#38,G08,11,435,525,91
4CM11_2_R_#38,B0A,2,526,789,264
4CM11_2_R_#38,G09,12,790,861,72
4CM11_2_R_#38,B0A,2,862,1059,198
4CM11_2_R_#38,D0X,1,1060,1325,266
4CM11_2_R_#38,G11,14,1326,1404,79
4CM11_2_R_#38,B0B,3,1405,1633,229
4CM11_2_R_#38,D0X,1,1634,1861,228
4CM11_2_R_#38,G03,6,1862,1960,99
4CM11_2_R_#38,B0B,3,1961,2190,230
4CM11_2_R_#38,G05,8,2191,2281,91
4CM11_2_R_#38,B0A,2,2282,2462,181
4CM11_2_R_#38,G04,7,2463,2511,49
4CM11_2_R_#38,B0A,2,2512,2760,249
4CM11_2_R_#38,G02,5,2761,2812,52
4CM11_2_R_#38,B0A,2,2813,3081,269
4CM11_2_R_#38,D0X,1,3082,3321,240
4CM11_2_R_#38,G06,9,3322,3381,60
4CM11_2_R_#38,B0B,3,3382,3660,279
4CM11_2_R_#38,G10,13,3661,3758,98
4CM11_2_R_#38,B0B,3,3759,3963,205
4CM11_2_R_#38,G01,4,3964,4020,57
4CM11_2_R_#38,D0X,1,4021,4081,61
4CM11_2_R_#39,D0X,1,1,74,74
4CM11_2_R_#39,G10,13,75,121,47
4CM11_2_R_#39,B0B,3,122,338,217
4CM11_2_R_#39,G06,9,339,406,68
4CM11_2_R_#39,B0A,2,407,607,201
4CM11_2_R_#39,G08,11,608,670,63
4CM11_2_R_#39,B0A,2,671,860,190
4CM11_2_R_#39,G04,7,861,964,104
4CM11_2_R_#39,B0A,2,965,1213,249
4CM11_2_R_#39,D0X,1,1214,1504,291
4CM11_2_R_#39,G07,10,1505,1593,89
4CM11_2_R_#39,B0A,2,1594,1802,209
4CM11_2_R_#39,G02,5,1803,1858,56
4CM11_2_R_#39,B0B,3,1859,2070,212
4CM11_2_R_#39,G01,4,2071,2147,77
4CM11_2_R_#39,B0B,3,2148,2338,191
4CM11_2_R_#39,G11,14,2339,2407,69
4CM11_2_R_#39,B0B,3,2408,2666,259
4CM11_2_R_#39,D0X,1,2667,3016,350
4CM11_2_R_#39,G05,8,3017,3104,88
4CM11_2_R_#39,B0B,3,3105,3316,212
4CM11_2_R_#39,D0X,1,3317,3531,215
4CM11_2_R_#39,G03,6,3532,3604,73
4CM11_2_R_#39,B0A,2,3605,3825,221
4CM11_2_R_#39,G09,12,3826,3910,85
4CM11_2_R_#39,D0X,1,3911,3969,59
4CM11_2_R_#40,D0X,1,1,69,69
4CM11_2_R_#40,G04,7,70,123,54
4CM11_2_R_#40,B0A,2,124,319,196
4CM11_2_R_#40,G06,9,320,358,39
4CM11_2_R_#40,B0A,2,359,568,210
4CM11_2_R_#40,G11,14,569,642,74
4CM11_2_R_#40,B0A,2,643,835,193
4CM11_2_R_#40,D0X,1,836,1179,344
4CM11_2_R_#40,G07,10,1180,1296,117
4CM11_2_R_#40,B0A,2,1297,1500,204
4CM11_2_R_#40,D0X,1,1501,1726,226
4CM11_2_R_#40,G09,12,1727,1787,61
4CM11_2_R_#40,B0B,3,1788,1958,171
4CM11_2_R_#40,G05,8,1959,2040,82
4CM11_2_R_#40,B0B,3,2041,2237,197
4CM11_2_R_#40,G03,6,2238,2325,88
4CM11_2_R_#40,B0A,2,2326,2530,205
4CM11_2_R_#40,G02,5,2531,2602,72
4CM11_2_R_#40,B0B,3,2603,2840,238
4CM11_2_R_#40,D0X,1,2841,3218,378
4CM11_2_R_#40,G01,4,3219,3332,114
4CM11_2_R_#40,B0B,3,3333,3515,183
4CM11_2_R_#40,G08,11,3516,3594,79
4CM11_2_R_#40,B0B,3,3595,3758,164
4CM11_2_R_#40,G10,13,3759,3855,97
4CM11_2_R_#40,D0X,1,3856,3924,69
4CM11_5_L_#10,G10,13,1,96,96
4CM11_5_L_#10,B0B,3,97,378,282
4CM11_5_L_#10,G04,7,379,444,66
4CM11_5_L_#10,B0A,2,445,765,321
4CM11_5_L_#10,G05,8,766,833,68
4CM11_5_L_#10,B0A,2,834,1064,231
4CM11_5_L_#10,D0X,1,1065,1182,118
4CM11_5_L_#10,G01,4,1183,1221,39
4CM11_5_L_#10,B0B,3,1222,1527,306
4CM11_5_L_#10,G08,11,1528,1593,66
4CM11_5_L_#10,B0B,3,1594,1876,283
4CM11_5_L_#10,G11,14,1877,1921,45
4CM11_5_L_#10,B0A,2,1922,2145,224
4CM11_5_L_#10,G09,12,2146,2192,47
4CM11_5_L_#10,B0B,3,2193,2361,169
4CM11_5_L_#10,D0X,1,2362,2498,137
4CM11_5_L_#10,G02,5,2499,2547,49
4CM11_5_L_#10,B0B,3,2548,2761,214
4CM11_5_L_#10,D0X,1,2762,2941,180
4CM11_5_L_#10,G06,9,2942,3042,101
4CM11_5_L_#10,B0A,2,3043,3324,282
4CM11_5_L_#10,G03,6,3325,3386,62
4CM11_5_L_#10,B0A,2,3387,3632,246
4CM11_5_L_#10,G07,10,3633,3714,82
4CM11_5_L_#10,D0X,1,3715,3765,51
4CM11_5_L_#11,D0X,1,1,33,33
4CM11_5_L_#11,G08,11,34,95,62
4CM11_5_L_#11,B0A,2,96,377,282
4CM11_5_L_#11,G06,9,378,451,74
4CM11_5_L_#11,B0B,3,452,750,299
4CM11_5_L_#11,G03,6,751,808,58
4CM11_5_L_#11,B0A,2,809,1146,338
4CM11_5_L_#11,G01,4,1147,1182,36
4CM11_5_L_#11,B0B,3,1183,1377,195
4CM11_5_L_#11,D0X,1,1378,1551,174
4CM11_5_L_#11,G05,8,1552,1633,82
4CM11_5_L_#11,B0A,2,1634,1738,105
4CM11_5_L_#11,D0X,1,1739,1860,122
4CM11_5_L_#11,G04,7,1861,1933,73
4CM11_5_L_#11,B0A,2,1934,2111,178
4CM11_5_L_#11,G02,5,2112,2148,37
4CM11_5_L_#11,B0B,3,2149,2390,242
4CM11_5_L_#11,G11,14,2391,2452,62
4CM11_5_L_#11,B0B,3,2453,2645,193
4CM11_5_L_#11,G09,12,2646,2685,40
4CM11_5_L_#11,B0B,3,2686,2902,217
4CM11_5_L_#11,D0X,1,2903,3094,192
4CM11_5_L_#11,G10,13,3095,3153,59
4CM11_5_L_#11,B0A,2,3154,3457,304
4CM11_5_L_#11,G07,10,3458,3568,111
4CM11_5_L_#11,D0X,1,3569,3706,138
4CM11_5_L_#12,D0X,1,1,22,22
4CM11_5_L_#12,G02,5,23,78,56
4CM11_5_L_#12,B0B,3,79,353,275
4CM11_5_L_#12,G08,11,354,411,58
4CM11_5_L_#12,B0A,2,412,661,250
4CM11_5_L_#12,G01,4,662,688,27
4CM11_5_L_#12,B0B,3,689,957,269
4CM11_5_L_#12,G09,12,958,997,40
4CM11_5_L_#12,B0A,2,998,1261,264
4CM11_5_L_#12,G04,7,1262,1351,90
4CM11_5_L_#12,B0A,2,1352,1579,228
4CM11_5_L_#12,D0X,1,1580,1778,199
4CM11_5_L_#12,G03,6,1779,1846,68
4CM11_5_L_#12,B0A,2,1847,2188,342
4CM11_5_L_#12,G05,8,2189,2252,64
4CM11_5_L_#12,B0A,2,2253,2469,217
4CM11_5_L_#12,D0X,1,2470,2695,226
4CM11_5_L_#12,G06,9,2696,2757,62
4CM11_5_L_#12,B0B,3,2758,2962,205
4CM11_5_L_#12,D0X,1,2963,3049,87
4CM11_5_L_#12,G11,14,3050,3095,46
4CM11_5_L_#12,B0B,3,3096,3357,262
4CM11_5_L_#12,G10,13,3358,3406,49
4CM11_5_L_#12,B0B,3,3407,3557,151
4CM11_5_L_#12,G07,10,3558,3637,80
4CM11_5_L_#12,D0X,1,3638,3724,87
4CM11_5_L_#9,D0X,1,1,18,18
4CM11_5_L_#9,G09,12,19,85,67
4CM11_5_L_#9,B0B,3,86,412,327
4CM11_5_L_#9,G07,10,413,457,45
4CM11_5_L_#9,B0B,3,458,732,275
4CM11_5_L_#9,G04,7,733,800,68
4CM11_5_L_#9,B0B,3,801,1044,244
4CM11_5_L_#9,G03,6,1045,1104,60
4CM11_5_L_#9,B0B,3,1105,1403,299
4CM11_5_L_#9,D0X,1,1404,1532,129
4CM11_5_L_#9,G11,14,1533,1577,45
4CM11_5_L_#9,B0A,2,1578,1847,270
4CM11_5_L_#9,D0X,1,1848,2084,237
4CM11_5_L_#9,G08,11,2085,2149,65
4CM11_5_L_#9,B0A,2,2150,2407,258
4CM11_5_L_#9,D0X,1,2408,2524,117
4CM11_5_L_#9,G06,9,2525,2601,77
4CM11_5_L_#9,B0A,2,2602,2865,264
4CM11_5_L_#9,G02,5,2866,2901,36
4CM11_5_L_#9,B0A,2,2902,3152,251
4CM11_5_L_#9,G01,4,3153,3182,30
4CM11_5_L_#9,B0A,2,3183,3423,241
4CM11_5_L_#9,G05,8,3424,3498,75
4CM11_5_L_#9,B0B,3,3499,3642,144
4CM11_5_L_#9,G10,13,3643,3684,42
4CM11_5_L_#9,D0X,1,3685,3712,28
4CM11_7_R_#33,D0X,1,1,36,36
4CM11_7_R_#33,G11,14,37,99,63
4CM11_7_R_#33,B0A,2,100,303,204
4CM11_7_R_#33,G08,11,304,398,95
4CM11_7_R_#33,B0B,3,399,554,156
4CM11_7_R_#33,G05,8,555,654,100
4CM11_7_R_#33,B0B,3,655,865,211
4CM11_7_R_#33,G10,13,866,951,86
4CM11_7_R_#33,B0B,3,952,1145,194
4CM11_7_R_#33,D0X,1,1146,1333,188
4CM11_7_R_#33,G02,5,1334,1421,88
4CM11_7_R_#33,B0A,2,1422,1621,200
4CM11_7_R_#33,D0X,1,1622,1777,156
4CM11_7_R_#33,G01,4,1778,1838,61
4CM11_7_R_#33,B0A,2,1839,2042,204
4CM11_7_R_#33,D0X,1,2043,2238,196
4CM11_7_R_#33,G06,9,2239,2335,97
4CM11_7_R_#33,B0A,2,2336,2541,206
4CM11_7_R_#33,G09,12,2542,2688,147
4CM11_7_R_#33,B0B,3,2689,2895,207
4CM11_7_R_#33,G04,7,2896,2983,88
4CM11_7_R_#33,B0A,2,2984,3230,247
4CM11_7_R_#33,G07,10,3231,3345,115
4CM11_7_R_#33,B0B,3,3346,3626,281
4CM11_7_R_#33,G03,6,3627,3721,95
4CM11_7_R_#33,D0X,1,3722,3780,59
4CM11_7_R_#34,D0X,1,1,86,86
4CM11_7_R_#34,G02,5,87,141,55
4CM11_7_R_#34,B0B,3,142,332,191
4CM11_7_R_#34,G07,10,333,448,116
4CM11_7_R_#34,B0B,3,449,659,211
4CM11_7_R_#34,G01,4,660,761,102
4CM11_7_R_#34,B0B,3,762,954,193
4CM11_7_R_#34,G06,9,955,1029,75
4CM11_7_R_#34,B0B,3,1030,1262,233
4CM11_7_R_#34,G04,7,1263,1376,114
4CM11_7_R_#34,B0A,2,1377,1681,305
4CM11_7_R_#34,G09,12,1682,1809,128
4CM11_7_R_#34,B0A,2,1810,2077,268
4CM11_7_R_#34,D0X,1,2078,2319,242
4CM11_7_R_#34,G08,11,2320,2376,57
4CM11_7_R_#34,B0A,2,2377,2747,371
4CM11_7_R_#34,D0X,1,2748,3044,297
4CM11_7_R_#34,G03,6,3045,3059,15
4CM11_7_R_#34,B0A,2,3060,3316,257
4CM11_7_R_#34,D0X,1,3317,3489,173
4CM11_7_R_#34,G10,13,3490,3609,120
4CM11_7_R_#34,B0B,3,3610,3872,263
4CM11_7_R_#34,G05,8,3873,3958,86
4CM11_7_R_#34,B0A,2,3959,4119,161
4CM11_7_R_#34,G11,14,4120,4168,49
4CM11_7_R_#34,D0X,1,4169,4199,31
4CM11_7_R_#35,D0X,1,1,74,74
4CM11_7_R_#35,G08,11,75,139,65
4CM11_7_R_#35,B0B,3,140,361,222
4CM11_7_R_#35,G05,8,362,476,115
4CM11_7_R_#35,B0B,3,477,684,208
4CM11_7_R_#35,G02,5,685,774,90
4CM11_7_R_#35,B0A,2,775,1053,279
4CM11_7_R_#35,G06,9,1054,1163,110
4CM11_7_R_#35,B0A,2,1164,1379,216
4CM11_7_R_#35,G10,13,1380,1450,71
4CM11_7_R_#35,B0B,3,1451,1691,241
4CM11_7_R_#35,D0X,1,1692,1926,235
4CM11_7_R_#35,G11,14,1927,2046,120
4CM11_7_R_#35,B0B,3,2047,2232,186
4CM11_7_R_#35,G07,10,2233,2319,87
4CM11_7_R_#35,B0A,2,2320,2551,232
4CM11_7_R_#35,G01,4,2552,2615,64
4CM11_7_R_#35,B0B,3,2616,2859,244
4CM11_7_R_#35,D0X,1,2860,3041,182
4CM11_7_R_#35,G04,7,3042,3103,62
4CM11_7_R_#35,B0A,2,3104,3402,299
4CM11_7_R_#35,D0X,1,3403,3732,330
4CM11_7_R_#35,G09,12,3733,3875,143
4CM11_7_R_#35,B0A,2,3876,4064,189
4CM11_7_R_#35,G03,6,4065,4120,56
4CM11_7_R_#35,D0X,1,4121,4151,31
4CM11_7_R_#36,D0X,1,1,88,88
4CM11_7_R_#36,G03,6,89,166,78
4CM11_7_R_#36,B0B,3,167,385,219
4CM11_7_R_#36,G10,13,386,480,95
4CM11_7_R_#36,B0B,3,481,697,217
4CM11_7_R_#36,G06,9,698,811,114
4CM11_7_R_#36,B0A,2,812,1023,212
4CM11_7_R_#36,G07,10,1024,1119,96
4CM11_7_R_#36,B0A,2,1120,1315,196
4CM11_7_R_#36,G01,4,1316,1433,118
4CM11_7_R_#36,B0A,2,1434,1599,166
4CM11_7_R_#36,D0X,1,1600,1773,174
4CM11_7_R_#36,G02,5,1774,1858,85
4CM11_7_R_#36,B0B,3,1859,2035,177
4CM11_7_R_#36,D0X,1,2036,2133,98
4CM11_7_R_#36,G09,12,2134,2278,145
4CM11_7_R_#36,B0B,3,2279,2486,208
4CM11_7_R_#36,D0X,1,2487,2841,355
4CM11_7_R_#36,G11,14,2842,3022,181
4CM11_7_R_#36,B0B,3,3023,3255,233
4CM11_7_R_#36,G08,11,3256,3332,77
4CM11_7_R_#36,B0A,2,3333,3573,241
4CM11_7_R_#36,G04,7,3574,3688,115
4CM11_7_R_#36,B0A,2,3689,3891,203
4CM11_7_R_#36,G05,8,3892,3959,68
4CM11_7_R_#36,D0X,1,3960,3994,35
4CM11_20_R_#41,D0X,1,1,59,59
4CM11_20_R_#41,G08,11,60,145,86
4CM11_20_R_#41,B0A,2,146,322,177
4CM11_20_R_#41,G10,13,323,406,84
4CM11_20_R_#41,B0B,3,407,619,213
4CM11_20_R_#41,G06,9,620,685,66
4CM11_20_R_#41,B0A,2,686,845,160
4CM11_20_R_#41,G11,14,846,925,80
4CM11_20_R_#41,B0A,2,926,1108,183
4CM11_20_R_#41,D0X,1,1109,1470,362
4CM11_20_R_#41,G01,4,1471,1583,113
4CM11_20_R_#41,B0B,3,1584,1721,138
4CM11_20_R_#41,G03,6,1722,1768,47
4CM11_20_R_#41,B0B,3,1769,1975,207
4CM11_20_R_#41,D0X,1,1976,2226,251
4CM11_20_R_#41,G04,7,2227,2320,94
4CM11_20_R_#41,B0A,2,2321,2528,208
4CM11_20_R_#41,G09,12,2529,2607,79
4CM11_20_R_#41,B0A,2,2608,2786,179
4CM11_20_R_#41,G07,10,2787,2869,83
4CM11_20_R_#41,B0B,3,2870,3068,199
4CM11_20_R_#41,D0X,1,3069,3349,281
4CM11_20_R_#41,G02,5,3350,3456,107
4CM11_20_R_#41,B0B,3,3457,3622,166
4CM11_20_R_#41,G05,8,3623,3693,71
4CM11_20_R_#41,D0X,1,3694,3746,53
4CM11_20_R_#42,D0X,1,1,29,29
4CM11_20_R_#42,G11,14,30,147,118
4CM11_20_R_#42,B0A,2,148,331,184
4CM11_20_R_#42,G09,12,332,402,71
4CM11_20_R_#42,B0A,2,403,594,192
4CM11_20_R_#42,G08,11,595,665,71
4CM11_20_R_#42,B0B,3,666,818,153
4CM11_20_R_#42,G07,10,819,906,88
4CM11_20_R_#42,B0B,3,907,1119,213
4CM11_20_R_#42,D0X,1,1120,1439,320
4CM11_20_R_#42,G10,13,1440,1524,85
4CM11_20_R_#42,B0B,3,1525,1667,143
4CM11_20_R_#42,D0X,1,1668,2012,345
4CM11_20_R_#42,G05,8,2013,2088,76
4CM11_20_R_#42,B0A,2,2089,2275,187
4CM11_20_R_#42,D0X,1,2276,2519,244
4CM11_20_R_#42,G06,9,2520,2628,109
4CM11_20_R_#42,B0A,2,2629,2834,206
4CM11_20_R_#42,G02,5,2835,2902,68
4CM11_20_R_#42,B0A,2,2903,3057,155
4CM11_20_R_#42,G03,6,3058,3141,84
4CM11_20_R_#42,B0B,3,3142,3384,243
4CM11_20_R_#42,G01,4,3385,3447,63
4CM11_20_R_#42,B0B,3,3448,3636,189
4CM11_20_R_#42,G04,7,3637,3699,63
4CM11_20_R_#42,D0X,1,3700,3743,44
4CM11_20_R_#43,D0X,1,1,32,32
4CM11_20_R_#43,G08,11,33,108,76
4CM11_20_R_#43,B0B,3,109,337,229
4CM11_20_R_#43,G01,4,338,404,67
4CM11_20_R_#43,B0A,2,405,584,180
4CM11_20_R_#43,G11,14,585,635,51
4CM11_20_R_#43,B0B,3,636,809,174
4CM11_20_R_#43,G07,10,810,885,76
4CM11_20_R_#43,B0A,2,886,1076,191
4CM11_20_R_#43,G05,8,1077,1152,76
4CM11_20_R_#43,B0A,2,1153,1348,196
4CM11_20_R_#43,G09,12,1349,1422,74
4CM11_20_R_#43,B0B,3,1423,1611,189
4CM11_20_R_#43,D0X,1,1612,1923,312
4CM11_20_R_#43,G03,6,1924,2004,81
4CM11_20_R_#43,B0B,3,2005,2201,197
4CM11_20_R_#43,G02,5,2202,2271,70
4CM11_20_R_#43,B0B,3,2272,2550,279
4CM11_20_R_#43,D0X,1,2551,2870,320
4CM11_20_R_#43,G06,9,2871,2948,78
4CM11_20_R_#43,B0A,2,2949,3206,258
4CM11_20_R_#43,D0X,1,3207,3618,412
4CM11_20_R_#43,G04,7,3619,3704,86
4CM11_20_R_#43,B0A,2,3705,3907,203
4CM11_20_R_#43,G10,13,3908,3978,71
4CM11_20_R_#43,D0X,1,3979,4005,27
4CM11_20_R_#44,D0X,1,1,50,50
4CM11_20_R_#44,G05,8,51,161,111
4CM11_20_R_#44,B0B,3,162,324,163
4CM11_20_R_#44,G01,4,325,386,62
4CM11_20_R_#44,B0B,3,387,665,279
4CM11_20_R_#44,G11,14,666,745,80
4CM11_20_R_#44,B0A,2,746,1007,262
4CM11_20_R_#44,G07,10,1008,1081,74
4CM11_20_R_#44,B0A,2,1082,1324,243
4CM11_20_R_#44,D0X,1,1325,1598,274
4CM11_20_R_#44,G03,6,1599,1675,77
4CM11_20_R_#44,B0B,3,1676,1851,176
4CM11_20_R_#44,D0X,1,1852,2203,352
4CM11_20_R_#44,G08,11,2204,2269,66
4CM11_20_R_#44,B0A,2,2270,2581,312
4CM11_20_R_#44,D0X,1,2582,2811,230
4CM11_20_R_#44,G04,7,2812,2878,67
4CM11_20_R_#44,B0B,3,2879,3138,260
4CM11_20_R_#44,G09,12,3139,3195,57
4CM11_20_R_#44,B0A,2,3196,3433,238
4CM11_20_R_#44,G02,5,3434,3478,45
4CM11_20_R_#44,B0A,2,3479,3721,243
4CM11_20_R_#44,G06,9,3722,3780,59
4CM11_20_R_#44,B0B,3,3781,3976,196
4CM11_20_R_#44,G10,13,3977,4043,67
4CM11_20_R_#44,D0X,1,4044,4120,77
4CM11_24_L_#61,D0X,1,1,90,90
4CM11_24_L_#61,G03,6,91,142,52
4CM11_24_L_#61,D0X,1,143,222,80
4CM11_24_L_#61,B0B,3,223,433,211
4CM11_24_L_#61,D0X,1,434,468,35
4CM11_24_L_#61,B0B,3,469,478,10
4CM11_24_L_#61,G11,14,479,527,49
4CM11_24_L_#61,D0X,1,528,615,88
4CM11_24_L_#61,B0B,3,616,828,213
4CM11_24_L_#61,D0X,1,829,856,28
4CM11_24_L_#61,G02,5,857,915,59
4CM11_24_L_#61,D0X,1,916,970,55
4CM11_24_L_#61,B0A,2,971,1138,168
4CM11_24_L_#61,D0X,1,1139,1164,26
4CM11_24_L_#61,G04,7,1165,1211,47
4CM11_24_L_#61,D0X,1,1212,1251,40
4CM11_24_L_#61,B0A,2,1252,1450,199
4CM11_24_L_#61,G10,13,1451,1506,56
4CM11_24_L_#61,D0X,1,1507,1555,49
4CM11_24_L_#61,B0A,2,1556,1739,184
4CM11_24_L_#61,D0X,1,1740,1763,24
4CM11_24_L_#61,G06,9,1764,1829,66
4CM11_24_L_#61,D0X,1,1830,1884,55
4CM11_24_L_#61,B0B,3,1885,2070,186
4CM11_24_L_#61,D0X,1,2071,2285,215
4CM11_24_L_#61,G08,11,2286,2349,64
4CM11_24_L_#61,D0X,1,2350,2394,45
4CM11_24_L_#61,B0A,2,2395,2591,197
4CM11_24_L_#61,D0X,1,2592,2607,16
4CM11_24_L_#61,G01,4,2608,2654,47
4CM11_24_L_#61,D0X,1,2655,2692,38
4CM11_24_L_#61,B0A,2,2693,2868,176
4CM11_24_L_#61,D0X,1,2869,3093,225
4CM11_24_L_#61,G09,12,3094,3158,65
4CM11_24_L_#61,D0X,1,3159,3195,37
4CM11_24_L_#61,B0B,3,3196,3364,169
4CM11_24_L_#61,D0X,1,3365,3598,234
4CM11_24_L_#61,G07,10,3599,3660,62
4CM11_24_L_#61,D0X,1,3661,3715,55
4CM11_24_L_#61,B0B,3,3716,3901,186
4CM11_24_L_#61,D0X,1,3902,3925,24
4CM11_24_L_#61,G05,8,3926,3981,56
4CM11_24_L_#61,D0X,1,3982,4026,45
4CM11_24_L_#62,D0X,1,1,76,76
4CM11_24_L_#62,G03,6,77,136,60
4CM11_24_L_#62,D0X,1,137,168,32
4CM11_24_L_#62,B0B,3,169,339,171
4CM11_24_L_#62,D0X,1,340,350,11
4CM11_24_L_#62,G04,7,351,409,59
4CM11_24_L_#62,D0X,1,410,439,30
4CM11_24_L_#62,B0A,2,440,640,201
4CM11_24_L_#62,G10,13,641,682,42
4CM11_24_L_#62,D0X,1,683,708,26
4CM11_24_L_#62,B0A,2,709,899,191
4CM11_24_L_#62,D0X,1,900,1144,245
4CM11_24_L_#62,G11,14,1145,1202,58
4CM11_24_L_#62,D0X,1,1203,1243,41
4CM11_24_L_#62,B0B,3,1244,1430,187
4CM11_24_L_#62,D0X,1,1431,1446,16
4CM11_24_L_#62,G05,8,1447,1518,72
4CM11_24_L_#62,D0X,1,1519,1542,24
4CM11_24_L_#62,B0B,3,1543,1750,208
4CM11_24_L_#62,G02,5,1751,1806,56
4CM11_24_L_#62,D0X,1,1807,1846,40
4CM11_24_L_#62,B0B,3,1847,2013,167
4CM11_24_L_#62,D0X,1,2014,2045,32
4CM11_24_L_#62,G08,11,2046,2104,59
4CM11_24_L_#62,D0X,1,2105,2147,43
4CM11_24_L_#62,B0B,3,2148,2322,175
4CM11_24_L_#62,D0X,1,2323,2559,237
4CM11_24_L_#62,G01,4,2560,2613,54
4CM11_24_L_#62,B0A,2,2614,2841,228
4CM11_24_L_#62,D0X,1,2842,3071,230
4CM11_24_L_#62,G06,9,3072,3127,56
4CM11_24_L_#62,D0X,1,3128,3156,29
4CM11_24_L_#62,B0A,2,3157,3352,196
4CM11_24_L_#62,G07,10,3353,3454,102
4CM11_24_L_#62,B0A,2,3455,3637,183
4CM11_24_L_#62,D0X,1,3638,3651,14
4CM11_24_L_#62,G09,12,3652,3709,58
4CM11_24_L_#62,D0X,1,3710,3751,42
4CM11_24_L_#63,D0X,1,1,81,81
4CM11_24_L_#63,G07,10,82,163,82
4CM11_24_L_#63,D0X,1,164,216,53
4CM11_24_L_#63,B0A,2,217,399,183
4CM11_24_L_#63,D0X,1,400,423,24
4CM11_24_L_#63,G06,9,424,474,51
4CM11_24_L_#63,D0X,1,475,497,23
4CM11_24_L_#63,B0B,3,498,688,191
4CM11_24_L_#63,D0X,1,689,698,10
4CM11_24_L_#63,G08,11,699,775,77
4CM11_24_L_#63,D0X,1,776,804,29
4CM11_24_L_#63,B0B,3,805,1018,214
4CM11_24_L_#63,D0X,1,1019,1040,22
4CM11_24_L_#63,G10,13,1041,1096,56
4CM11_24_L_#63,D0X,1,1097,1126,30
4CM11_24_L_#63,B0B,3,1127,1328,202
4CM11_24_L_#63,D0X,1,1329,1587,259
4CM11_24_L_#63,G09,12,1588,1650,63
4CM11_24_L_#63,D0X,1,1651,1689,39
4CM11_24_L_#63,B0A,2,1690,1884,195
4CM11_24_L_#63,D0X,1,1885,1904,20
4CM11_24_L_#63,G01,4,1905,1962,58
4CM11_24_L_#63,D0X,1,1963,1986,24
4CM11_24_L_#63,B0B,3,1987,2203,217
4CM11_24_L_#63,D0X,1,2204,2218,15
4CM11_24_L_#63,G02,5,2219,2281,63
4CM11_24_L_#63,D0X,1,2282,2309,28
4CM11_24_L_#63,B0B,3,2310,2517,208
4CM11_24_L_#63,D0X,1,2518,2538,21
