video,label,id,t_start,t_end,frames
1CM42_6_R_#162,D0X,1,2153,2649,497
1CM42_6_R_#162,G11,14,2650,2678,29
1CM42_6_R_#162,B0A,2,2679,2884,206
1CM42_6_R_#162,G09,12,2885,2954,70
1CM42_6_R_#162,B0A,2,2955,3123,169
1CM42_6_R_#162,D0X,1,3124,3528,405
1CM42_6_R_#162,G10,13,3529,3589,61
1CM42_6_R_#162,B0B,3,3590,3758,169
1CM42_6_R_#162,G01,4,3759,3796,38
1CM42_6_R_#162,B0A,2,3797,3934,138
1CM42_6_R_#162,G03,6,3935,4004,70
1CM42_6_R_#162,D0X,1,4005,4026,22
1CM42_6_R_#163,D0X,1,1,26,26
1CM42_6_R_#163,G06,9,27,88,62
1CM42_6_R_#163,B0A,2,89,201,113
1CM42_6_R_#163,G05,8,202,256,55
1CM42_6_R_#163,B0B,3,257,410,154
1CM42_6_R_#163,G09,12,411,435,25
1CM42_6_R_#163,B0B,3,436,620,185
1CM42_6_R_#163,G07,10,621,650,30
1CM42_6_R_#163,B0B,3,651,836,186
1CM42_6_R_#163,G01,4,837,850,14
1CM42_6_R_#163,B0A,2,851,1109,259
1CM42_6_R_#163,G11,14,1110,1198,89
1CM42_6_R_#163,B0A,2,1199,1359,161
1CM42_6_R_#163,D0X,1,1360,2174,815
1CM42_6_R_#163,G02,5,2175,2215,41
1CM42_6_R_#163,B0A,2,2216,2337,122
1CM42_6_R_#163,G03,6,2338,2403,66
1CM42_6_R_#163,B0B,3,2404,2552,149
1CM42_6_R_#163,D0X,1,2553,3074,522
1CM42_6_R_#163,G08,11,3075,3117,43
1CM42_6_R_#163,B0B,3,3118,3264,147
1CM42_6_R_#163,D0X,1,3265,3629,365
1CM42_6_R_#163,G10,13,3630,3687,58
1CM42_6_R_#163,B0A,2,3688,3809,122
1CM42_6_R_#163,G04,7,3810,3839,30
1CM42_6_R_#163,D0X,1,3840,3866,27
1CM42_6_R_#164,D0X,1,1,21,21
1CM42_6_R_#164,G04,7,22,61,40
1CM42_6_R_#164,B0A,2,62,199,138
1CM42_6_R_#164,G05,8,200,241,42
1CM42_6_R_#164,B0A,2,242,403,162
1CM42_6_R_#164,G10,13,404,465,62
1CM42_6_R_#164,B0A,2,466,623,158
1CM42_6_R_#164,G07,10,624,685,62
1CM42_6_R_#164,B0B,3,686,924,239
1CM42_6_R_#164,D0X,1,925,1564,640
1CM42_6_R_#164,G02,5,1565,1589,25
1CM42_6_R_#164,B0B,3,1590,1782,193
1CM42_6_R_#164,D0X,1,1783,2752,970
1CM42_6_R_#164,G11,14,2753,2793,41
1CM42_6_R_#164,B0B,3,2794,2998,205
1CM42_6_R_#164,D0X,1,2999,3545,547
1CM42_6_R_#164,G09,12,3546,3590,45
1CM42_6_R_#164,B0A,2,3591,3720,130
1CM42_6_R_#164,G03,6,3721,3785,65
1CM42_6_R_#164,B0A,2,3786,3950,165
1CM42_6_R_#164,G06,9,3951,4029,79
1CM42_6_R_#164,B0B,3,4030,4167,138
1CM42_6_R_#164,G01,4,4168,4216,49
1CM42_6_R_#164,B0B,3,4217,4397,181
1CM42_6_R_#164,G08,11,4398,4425,28
1CM42_6_R_#164,D0X,1,4426,4444,19
1CM42_7_L_#201,D0X,1,1,40,40
1CM42_7_L_#201,G10,13,41,91,51
1CM42_7_L_#201,B0A,2,92,310,219
1CM42_7_L_#201,G02,5,311,356,46
1CM42_7_L_#201,B0B,3,357,586,230
1CM42_7_L_#201,G08,11,587,656,70
1CM42_7_L_#201,B0B,3,657,873,217
1CM42_7_L_#201,G07,10,874,934,61
1CM42_7_L_#201,B0A,2,935,1131,197
1CM42_7_L_#201,D0X,1,1132,1637,506
1CM42_7_L_#201,G06,9,1638,1701,64
1CM42_7_L_#201,B0B,3,1702,1980,279
1CM42_7_L_#201,D0X,1,1981,2342,362
1CM42_7_L_#201,G04,7,2343,2406,64
1CM42_7_L_#201,B0A,2,2407,2617,211
1CM42_7_L_#201,D0X,1,2618,3005,388
1CM42_7_L_#201,G05,8,3006,3087,82
1CM42_7_L_#201,B0B,3,3088,3389,302
1CM42_7_L_#201,G11,14,3390,3434,45
1CM42_7_L_#201,B0A,2,3435,3628,194
1CM42_7_L_#201,G01,4,3629,3674,46
1CM42_7_L_#201,B0A,2,3675,3936,262
1CM42_7_L_#201,G09,12,3937,3995,59
1CM42_7_L_#201,B0B,3,3996,4195,200
1CM42_7_L_#201,G03,6,4196,4235,40
1CM42_7_L_#201,D0X,1,4236,4291,56
1CM42_7_L_#202,D0X,1,1,31,31
1CM42_7_L_#202,G04,7,32,92,61
1CM42_7_L_#202,B0B,3,93,304,212
1CM42_7_L_#202,G09,12,305,346,42
1CM42_7_L_#202,B0B,3,347,549,203
1CM42_7_L_#202,G02,5,550,636,87
1CM42_7_L_#202,B0B,3,637,838,202
1CM42_7_L_#202,G10,13,839,872,34
1CM42_7_L_#202,B0A,2,873,1167,295
1CM42_7_L_#202,D0X,1,1168,1605,438
1CM42_7_L_#202,G03,6,1606,1656,51
1CM42_7_L_#202,B0B,3,1657,1875,219
1CM42_7_L_#202,G01,4,1876,1934,59
1CM42_7_L_#202,B0A,2,1935,2169,235
1CM42_7_L_#202,D0X,1,2170,2534,365
1CM42_7_L_#202,G11,14,2535,2634,100
1CM42_7_L_#202,B0A,2,2635,2780,146
1CM42_7_L_#202,G06,9,2781,2848,68
1CM42_7_L_#202,B0A,2,2849,3077,229
1CM42_7_L_#202,D0X,1,3078,3366,289
1CM42_7_L_#202,G08,11,3367,3435,69
1CM42_7_L_#202,B0B,3,3436,3630,195
1CM42_7_L_#202,G07,10,3631,3694,64
1CM42_7_L_#202,B0A,2,3695,3913,219
1CM42_7_L_#202,G05,8,3914,3949,36
1CM42_7_L_#202,D0X,1,3950,4014,65
1CM42_7_L_#203,D0X,1,1,41,41
1CM42_7_L_#203,G11,14,42,90,49
1CM42_7_L_#203,B0B,3,91,388,298
1CM42_7_L_#203,G02,5,389,436,48
1CM42_7_L_#203,B0A,2,437,721,285
1CM42_7_L_#203,G04,7,722,790,69
1CM42_7_L_#203,B0A,2,791,996,206
1CM42_7_L_#203,G08,11,997,1035,39
1CM42_7_L_#203,B0A,2,1036,1209,174
1CM42_7_L_#203,G01,4,1210,1246,37
1CM42_7_L_#203,B0A,2,1247,1472,226
1CM42_7_L_#203,D0X,1,1473,1811,339
1CM42_7_L_#203,G07,10,1812,1875,64
1CM42_7_L_#203,B0A,2,1876,2070,195
1CM42_7_L_#203,G09,12,2071,2127,57
1CM42_7_L_#203,B0B,3,2128,2305,178
1CM42_7_L_#203,G10,13,2306,2354,49
1CM42_7_L_#203,B0B,3,2355,2591,237
1CM42_7_L_#203,D0X,1,2592,2920,329
1CM42_7_L_#203,G03,6,2921,2988,68
1CM42_7_L_#203,B0B,3,2989,3269,281
1CM42_7_L_#203,D0X,1,3270,3561,292
1CM42_7_L_#203,G06,9,3562,3609,48
1CM42_7_L_#203,B0B,3,3610,3810,201
1CM42_7_L_#203,G05,8,3811,3832,22
1CM42_7_L_#203,D0X,1,3833,3882,50
1CM42_7_L_#204,D0X,1,1,59,59
1CM42_7_L_#204,G06,9,60,99,40
1CM42_7_L_#204,B0A,2,100,293,194
1CM42_7_L_#204,G05,8,294,334,41
1CM42_7_L_#204,B0A,2,335,550,216
1CM42_7_L_#204,G07,10,551,622,72
1CM42_7_L_#204,B0A,2,623,794,172
1CM42_7_L_#204,G08,11,795,875,81
1CM42_7_L_#204,B0B,3,876,1144,269
1CM42_7_L_#204,D0X,1,1145,1449,305
1CM42_7_L_#204,G10,13,1450,1493,44
1CM42_7_L_#204,B0B,3,1494,1709,216
1CM42_7_L_#204,D0X,1,1710,2019,310
1CM42_7_L_#204,G11,14,2020,2066,47
1CM42_7_L_#204,B0B,3,2067,2329,263
1CM42_7_L_#204,G01,4,2330,2383,54
1CM42_7_L_#204,B0B,3,2384,2583,200
1CM42_7_L_#204,G03,6,2584,2639,56
1CM42_7_L_#204,B0B,3,2640,2847,208
1CM42_7_L_#204,D0X,1,2848,3175,328
1CM42_7_L_#204,G04,7,3176,3248,73
1CM42_7_L_#204,B0A,2,3249,3463,215
1CM42_7_L_#204,G09,12,3464,3530,67
1CM42_7_L_#204,B0A,2,3531,3748,218
1CM42_7_L_#204,G02,5,3749,3796,48
1CM42_7_L_#204,D0X,1,3797,3846,50
1CM42_9_R_#165,D0X,1,1,25,25
1CM42_9_R_#165,G03,6,26,67,42
1CM42_9_R_#165,B0A,2,68,371,304
1CM42_9_R_#165,G04,7,372,407,36
1CM42_9_R_#165,B0A,2,408,730,323
1CM42_9_R_#165,G11,14,731,749,19
1CM42_9_R_#165,B0B,3,750,974,225
1CM42_9_R_#165,G01,4,975,998,24
1CM42_9_R_#165,B0B,3,999,1270,272
1CM42_9_R_#165,G09,12,1271,1316,46
1CM42_9_R_#165,B0A,2,1317,1576,260
1CM42_9_R_#165,G10,13,1577,1613,37
1CM42_9_R_#165,B0B,3,1614,1870,257
1CM42_9_R_#165,D0X,1,1871,2235,365
1CM42_9_R_#165,G02,5,2236,2278,43
1CM42_9_R_#165,B0B,3,2279,2500,222
1CM42_9_R_#165,D0X,1,2501,2732,232
1CM42_9_R_#165,G08,11,2733,2786,54
1CM42_9_R_#165,B0A,2,2787,3176,390
1CM42_9_R_#165,D0X,1,3177,3369,193
1CM42_9_R_#165,G05,8,3370,3427,58
1CM42_9_R_#165,B0B,3,3428,3682,255
1CM42_9_R_#165,G07,10,3683,3720,38
1CM42_9_R_#165,B0A,2,3721,3925,205
1CM42_9_R_#165,G06,9,3926,3959,34
1CM42_9_R_#165,D0X,1,3960,3988,29
1CM42_9_R_#166,D0X,1,1,15,15
1CM42_9_R_#166,G07,10,16,51,36
1CM42_9_R_#166,B0B,3,52,364,313
1CM42_9_R_#166,G08,11,365,400,36
1CM42_9_R_#166,B0A,2,401,646,246
1CM42_9_R_#166,G05,8,647,696,50
1CM42_9_R_#166,B0A,2,697,942,246
1CM42_9_R_#166,G11,14,943,961,19
1CM42_9_R_#166,B0A,2,962,1189,228
1CM42_9_R_#166,G10,13,1190,1217,28
1CM42_9_R_#166,B0B,3,1218,1475,258
1CM42_9_R_#166,D0X,1,1476,1850,375
1CM42_9_R_#166,G02,5,1851,1869,19
1CM42_9_R_#166,B0B,3,1870,2209,340
1CM42_9_R_#166,D0X,1,2210,2445,236
1CM42_9_R_#166,G09,12,2446,2492,47
1CM42_9_R_#166,B0B,3,2493,2740,248
1CM42_9_R_#166,D0X,1,2741,2967,227
1CM42_9_R_#166,G06,9,2968,2995,28
1CM42_9_R_#166,B0B,3,2996,3308,313
1CM42_9_R_#166,G01,4,3309,3331,23
1CM42_9_R_#166,B0A,2,3332,3486,155
1CM42_9_R_#166,G04,7,3487,3522,36
1CM42_9_R_#166,B0A,2,3523,3659,137
1CM42_9_R_#166,G03,6,3660,3689,30
1CM42_9_R_#166,D0X,1,3690,3710,21
1CM42_9_R_#167,D0X,1,1,26,26
1CM42_9_R_#167,G09,12,27,77,51
1CM42_9_R_#167,B0A,2,78,350,273
1CM42_9_R_#167,G05,8,351,383,33
1CM42_9_R_#167,B0A,2,384,609,226
1CM42_9_R_#167,G04,7,610,651,42
1CM42_9_R_#167,B0A,2,652,857,206
1CM42_9_R_#167,G07,10,858,905,48
1CM42_9_R_#167,B0B,3,906,1176,271
1CM42_9_R_#167,G03,6,1177,1210,34
1CM42_9_R_#167,B0B,3,1211,1517,307
1CM42_9_R_#167,G02,5,1518,1540,23
1CM42_9_R_#167,B0B,3,1541,1717,177
1CM42_9_R_#167,D0X,1,1718,2117,400
1CM42_9_R_#167,G06,9,2118,2149,32
1CM42_9_R_#167,B0B,3,2150,2415,266
1CM42_9_R_#167,G10,13,2416,2438,23
1CM42_9_R_#167,B0B,3,2439,2610,172
1CM42_9_R_#167,D0X,1,2611,2818,208
1CM42_9_R_#167,G11,14,2819,2843,25
1CM42_9_R_#167,B0A,2,2844,3083,240
1CM42_9_R_#167,D0X,1,3084,3252,169
1CM42_9_R_#167,G01,4,3253,3278,26
1CM42_9_R_#167,B0A,2,3279,3670,392
1CM42_9_R_#167,G08,11,3671,3733,63
1CM42_9_R_#167,D0X,1,3734,3792,59
1CM42_9_R_#168,D0X,1,1,35,35
1CM42_9_R_#168,G06,9,36,93,58
1CM42_9_R_#168,B0B,3,94,380,287
1CM42_9_R_#168,G04,7,381,436,56
1CM42_9_R_#168,B0A,2,437,791,355
1CM42_9_R_#168,G07,10,792,849,58
1CM42_9_R_#168,B0A,2,850,1167,318
1CM42_9_R_#168,D0X,1,1168,1463,296
1CM42_9_R_#168,G09,12,1464,1534,71
1CM42_9_R_#168,B0A,2,1535,1791,257
1CM42_9_R_#168,G02,5,1792,1824,33
1CM42_9_R_#168,B0B,3,1825,2139,315
1CM42_9_R_#168,G03,6,2140,2186,47
1CM42_9_R_#168,B0B,3,2187,2472,286
1CM42_9_R_#168,D0X,1,2473,2810,338
1CM42_9_R_#168,G05,8,2811,2858,48
1CM42_9_R_#168,B0A,2,2859,3091,233
1CM42_9_R_#168,G10,13,3092,3135,44
1CM42_9_R_#168,B0A,2,3136,3351,216
1CM42_9_R_#168,D0X,1,3352,3493,142
1CM42_9_R_#168,G01,4,3494,3548,55
1CM42_9_R_#168,B0B,3,3549,3695,147
1CM42_9_R_#168,G11,14,3696,3733,38
1CM42_9_R_#168,B0A,2,3734,3753,20
1CM42_9_R_#168,B0B,3,3754,3944,191
1CM42_9_R_#168,G08,11,3945,3988,44
1CM42_30_R_#145,D0X,1,1,63,63
1CM42_30_R_#145,G01,4,64,105,42
1CM42_30_R_#145,B0B,3,106,430,325
1CM42_30_R_#145,G07,10,431,463,33
1CM42_30_R_#145,B0A,2,464,704,241
1CM42_30_R_#145,G05,8,705,735,31
1CM42_30_R_#145,B0A,2,736,945,210
1CM42_30_R_#145,G04,7,946,987,42
1CM42_30_R_#145,B0B,3,988,1248,261
1CM42_30_R_#145,D0X,1,1249,1509,261
1CM42_30_R_#145,G03,6,1510,1534,25
1CM42_30_R_#145,B0B,3,1535,1796,262
1CM42_30_R_#145,D0X,1,1797,2092,296
1CM42_30_R_#145,G02,5,2093,2125,33
1CM42_30_R_#145,B0A,2,2126,2397,272
1CM42_30_R_#145,G09,12,2398,2450,53
1CM42_30_R_#145,B0A,2,2451,2694,244
1CM42_30_R_#145,G06,9,2695,2735,41
1CM42_30_R_#145,B0B,3,2736,3074,339
1CM42_30_R_#145,G08,11,3075,3120,46
1CM42_30_R_#145,B0A,2,3121,3277,157
1CM42_30_R_#145,D0X,1,3278,3511,234
1CM42_30_R_#145,G10,13,3512,3538,27
1CM42_30_R_#145,B0B,3,3539,3677,139
1CM42_30_R_#145,G11,14,3678,3714,37
1CM42_30_R_#145,D0X,1,3715,3760,46
1CM42_30_R_#146,D0X,1,1,37,37
1CM42_30_R_#146,G01,4,38,104,67
1CM42_30_R_#146,B0B,3,105,408,304
1CM42_30_R_#146,G10,13,409,451,43
1CM42_30_R_#146,B0A,2,452,812,361
1CM42_30_R_#146,G05,8,813,870,58
1CM42_30_R_#146,B0B,3,871,1180,310
1CM42_30_R_#146,G04,7,1181,1222,42
1CM42_30_R_#146,B0B,3,1223,1453,231
1CM42_30_R_#146,G11,14,1454,1496,43
1CM42_30_R_#146,B0B,3,1497,1705,209
1CM42_30_R_#146,D0X,1,1706,2032,327
1CM42_30_R_#146,G08,11,2033,2084,52
1CM42_30_R_#146,B0A,2,2085,2308,224
1CM42_30_R_#146,D0X,1,2309,2546,238
1CM42_30_R_#146,G02,5,2547,2588,42
1CM42_30_R_#146,B0A,2,2589,2784,196
1CM42_30_R_#146,D0X,1,2785,3032,248
1CM42_30_R_#146,G09,12,3033,3094,62
1CM42_30_R_#146,B0A,2,3095,3277,183
1CM42_30_R_#146,G07,10,3278,3337,60
1CM42_30_R_#146,B0A,2,3338,3558,221
1CM42_30_R_#146,G03,6,3559,3598,40
1CM42_30_R_#146,B0B,3,3599,3722,124
1CM42_30_R_#146,G06,9,3723,3754,32
1CM42_30_R_#147,D0X,1,1,44,44
1CM42_30_R_#147,G09,12,45,102,58
1CM42_30_R_#147,B0B,3,103,417,315
1CM42_30_R_#147,G06,9,418,454,37
1CM42_30_R_#147,B0A,2,455,735,281
1CM42_30_R_#147,G10,13,736,768,33
1CM42_30_R_#147,B0A,2,769,1045,277
1CM42_30_R_#147,G03,6,1046,1078,33
1CM42_30_R_#147,B0A,2,1079,1258,180
1CM42_30_R_#147,D0X,1,1259,1444,186
1CM42_30_R_#147,G01,4,1445,1503,59
1CM42_30_R_#147,B0A,2,1504,1646,143
1CM42_30_R_#147,D0X,1,1647,1850,204
1CM42_30_R_#147,G08,11,1851,1901,51
1CM42_30_R_#147,B0B,3,1902,2239,338
1CM42_30_R_#147,G05,8,2240,2285,46
1CM42_30_R_#147,B0B,3,2286,2540,255
1CM42_30_R_#147,G11,14,2541,2578,38
1CM42_30_R_#147,B0A,2,2579,2850,272
1CM42_30_R_#147,D0X,1,2851,3053,203
1CM42_30_R_#147,G04,7,3054,3101,48
1CM42_30_R_#147,B0B,3,3102,3334,233
1CM42_30_R_#147,G02,5,3335,3382,48
1CM42_30_R_#147,B0B,3,3383,3636,254
1CM42_30_R_#147,G07,10,3637,3691,55
1CM42_30_R_#148,D0X,1,1,41,41
1CM42_30_R_#148,G01,4,42,96,55
1CM42_30_R_#148,B0B,3,97,351,255
1CM42_30_R_#148,G03,6,352,385,34
1CM42_30_R_#148,B0A,2,386,618,233
1CM42_30_R_#148,G10,13,619,644,26
1CM42_30_R_#148,B0B,3,645,925,281
1CM42_30_R_#148,G11,14,926,965,40
1CM42_30_R_#148,B0B,3,966,1225,260
1CM42_30_R_#148,D0X,1,1226,1489,264
1CM42_30_R_#148,G08,11,1490,1544,55
1CM42_30_R_#148,B0B,3,1545,1716,172
1CM42_30_R_#148,D0X,1,1717,1967,251
1CM42_30_R_#148,G02,5,1968,2011,44
1CM42_30_R_#148,B0A,2,2012,2353,342
1CM42_30_R_#148,G05,8,2354,2396,43
1CM42_30_R_#148,B0A,2,2397,2632,236
1CM42_30_R_#148,G09,12,2633,2686,54
1CM42_30_R_#148,B0A,2,2687,2866,180
1CM42_30_R_#148,D0X,1,2867,3066,200
1CM42_30_R_#148,G06,9,3067,3106,40
1CM42_30_R_#148,B0A,2,3107,3360,254
1CM42_30_R_#148,G07,10,3361,3408,48
1CM42_30_R_#148,B0B,3,3409,3635,227
1CM42_30_R_#148,G04,7,3636,3672,37
1CM42_31_R_#129,D0X,1,1,30,30
1CM42_31_R_#129,G09,12,31,120,90
1CM42_31_R_#129,B0B,3,121,372,252
1CM42_31_R_#129,G06,9,373,438,66
1CM42_31_R_#129,B0A,2,439,742,304
1CM42_31_R_#129,G02,5,743,816,74
1CM42_31_R_#129,B0A,2,817,1056,240
1CM42_31_R_#129,G04,7,1057,1116,60
1CM42_31_R_#129,B0B,3,1117,1384,268
1CM42_31_R_#129,G03,6,1385,1452,68
1CM42_31_R_#129,B0B,3,1453,1748,296
1CM42_31_R_#129,G01,4,1749,1813,65
1CM42_31_R_#129,B0A,2,1814,2044,231
1CM42_31_R_#129,D0X,1,2045,2258,214
1CM42_31_R_#129,G08,11,2259,2367,109
1CM42_31_R_#129,B0B,3,2368,2587,220
1CM42_31_R_#129,D0X,1,2588,2769,182
1CM42_31_R_#129,G05,8,2770,2840,71
1CM42_31_R_#129,B0A,2,2841,3067,227
1CM42_31_R_#129,D0X,1,3068,3270,203
1CM42_31_R_#129,G07,10,3271,3352,82
1CM42_31_R_#129,B0B,3,3353,3659,307
1CM42_31_R_#129,G11,14,3660,3729,70
1CM42_31_R_#129,B0A,2,3730,4001,272
1CM42_31_R_#129,G10,13,4002,4019,18
1CM42_31_R_#129,D0X,1,4020,4043,24
1CM42_31_R_#130,D0X,1,1,58,58
1CM42_31_R_#130,G05,8,59,154,96
1CM42_31_R_#130,B0B,3,155,427,273
1CM42_31_R_#130,G11,14,428,539,112
1CM42_31_R_#130,B0B,3,540,793,254
1CM42_31_R_#130,G09,12,794,842,49
1CM42_31_R_#130,B0B,3,843,1145,303
1CM42_31_R_#130,G06,9,1146,1266,121
1CM42_31_R_#130,B0A,2,1267,1552,286
1CM42_31_R_#130,D0X,1,1553,2004,452
1CM42_31_R_#130,G03,6,2005,2110,106
1CM42_31_R_#130,B0A,2,2111,2428,318
1CM42_31_R_#130,G10,13,2429,2558,130
1CM42_31_R_#130,B0B,3,2559,2773,215
1CM42_31_R_#130,G02,5,2774,2854,81
1CM42_31_R_#130,B0B,3,2855,3140,286
1CM42_31_R_#130,D0X,1,3141,3357,217
1CM42_31_R_#130,G07,10,3358,3483,126
1CM42_31_R_#130,B0A,2,3484,3685,202
1CM42_31_R_#130,D0X,1,3686,3761,76
1CM42_31_R_#130,G01,4,3762,3859,98
1CM42_31_R_#130,B0A,2,3860,4073,214
1CM42_31_R_#130,G04,7,4074,4178,105
1CM42_31_R_#130,B0A,2,4179,4386,208
1CM42_31_R_#130,G08,11,4387,4428,42
1CM42_31_R_#130,D0X,1,4429,4465,37
1CM42_31_R_#131,D0X,1,1,61,61
1CM42_31_R_#131,G06,9,62,159,98
1CM42_31_R_#131,B0B,3,160,361,202
1CM42_31_R_#131,G07,10,362,464,103
1CM42_31_R_#131,B0A,2,465,690,226
1CM42_31_R_#131,G02,5,691,736,46
1CM42_31_R_#131,B0A,2,737,972,236
1CM42_31_R_#131,G05,8,973,1081,109
1CM42_31_R_#131,B0A,2,1082,1342,261
1CM42_31_R_#131,D0X,1,1343,1649,307
1CM42_31_R_#131,G09,12,1650,1715,66
1CM42_31_R_#131,B0B,3,1716,1983,268
1CM42_31_R_#131,G11,14,1984,2091,108
1CM42_31_R_#131,B0A,2,2092,2362,271
1CM42_31_R_#131,D0X,1,2363,2794,432
1CM42_31_R_#131,G04,7,2795,2901,107
1CM42_31_R_#131,B0B,3,2902,3191,290
1CM42_31_R_#131,G10,13,3192,3270,79
1CM42_31_R_#131,B0B,3,3271,3467,197
1CM42_31_R_#131,G08,11,3468,3530,63
1CM42_31_R_#131,B0A,2,3531,3744,214
1CM42_31_R_#131,D0X,1,3745,3840,96
1CM42_31_R_#131,G03,6,3841,3949,109
1CM42_31_R_#131,B0B,3,3950,4155,206
1CM42_31_R_#131,G01,4,4156,4218,63
1CM42_31_R_#131,D0X,1,4219,4226,8
1CM42_31_R_#132,D0X,1,1,81,81
1CM42_31_R_#132,G01,4,82,151,70
1CM42_31_R_#132,B0A,2,152,367,216
1CM42_31_R_#132,G07,10,368,475,108
1CM42_31_R_#132,B0A,2,476,725,250
1CM42_31_R_#132,G04,7,726,837,112
1CM42_31_R_#132,B0B,3,838,1074,237
1CM42_31_R_#132,G05,8,1075,1167,93
1CM42_31_R_#132,B0B,3,1168,1442,275
1CM42_31_R_#132,G08,11,1443,1488,46
1CM42_31_R_#132,B0A,2,1489,1833,345
1CM42_31_R_#132,D0X,1,1834,2500,667
1CM42_31_R_#132,G02,5,2501,2559,59
1CM42_31_R_#132,B0B,3,2560,2839,280
1CM42_31_R_#132,G10,13,2840,2941,102
1CM42_31_R_#132,B0B,3,2942,3157,216
1CM42_31_R_#132,D0X,1,3158,3379,222
1CM42_31_R_#132,G03,6,3380,3471,92
1CM42_31_R_#132,B0B,3,3472,3665,194
1CM42_31_R_#132,D0X,1,3666,3737,72
1CM42_31_R_#132,G06,9,3738,3853,116
1CM42_31_R_#132,B0A,2,3854,4038,185
1CM42_31_R_#132,G11,14,4039,4139,101
1CM42_31_R_#132,B0A,2,4140,4342,203
1CM42_31_R_#132,G09,12,4343,4385,43
1CM42_31_R_#132,B0B,3,4386,4412,27
